id,NEIGHBORS
40087440011,"40087440019,40087440010,40087440008,40087440005"
40087440012,"40087440018,40051260039,40087440019,40087440016,40051260028"
40087440013,"40087440018,40087440027,40087440015,40087440014,40087440017,40087440009"
40087440014,"40087440015,40087440017,40027140007,40087440027,40017090302,40087440013,40027140088,40051260041"
40087440015,"40051260038,40087440018,40051260037,40087440027,40051260039,40087440013,40087440014,40087440016"
40087440016,"40087440012,40087440018,40051260039,40087440015"
40087440017,"40027140039,40027140088,40087440013,40087440028,40087440014,40027140074,40087440009"
40087440018,"40087440013,40087440015,40087440008,40087440016,40087440019,40087440012,40087440009"
40087440019,"40087440005,40087440018,40087440011,40087440008,40087440012,40051260028,40051260031"
40087440020,"40087440023,40087440006,40087440028,40087440008,40087440009"
40087440021,"40087440023,40087440024"
40087440023,"40087440006,40087440028,40027140034,40027140029,40087440003,40087440024,40087440020,40087440021"
40087440024,"40087440023,40087440006,40087440007,40087440021,40087440004"
40087440026,"40087440010,40087440006,40087440007,40087440005"
40087440027,"40087440013,40087440015,40087440014"
40087440028,"40027140029,40087440017,40027140039,40087440023,40027140057,40087440020,40087440009,40027140035"
40089450002,"40089450004,40089450031,40089450009,40089450033,40089450006,40089450005"
40089450004,"40089450008,40089450002,40089450006,40089450031"
40089450005,"40089450002,40089450009,40089450006"
40089450006,"40089450002,40089450009,40089450004,40089450005"
40089450008,"40089450009,40089450004,40089450031,40089450013,40089450018,40089450014"
40089450009,"40089450035,40089450013,40089450008,40089450034,40089450011,40089450033,40089450002,40089450006,40089450005"
40089450011,"40089450013,40089450009,40089450012"
40089450012,"40089450011,40089450013"
40089450013,"40089450011,40089450014,40089450009,40089450015,40089450008,40089450012"
40089450014,"40089450022,40089450013,40089450008,40089450018,40089450015"
40089450015,"40089450022,40089450023,40089450013,40089450014"
40089450017,"40089450022,40089450019,40089450018,40089450020"
40089450018,"40089450022,40089450031,40089450019,40089450008,40089450017,40089450014"
40089450019,"40089450031,40089450017,40089450018,40089450020"
40089450020,"40089450022,40089450038,40089450024,40089450031,40089450023,40089450029,40089450026,40089450019,40089450017"
40089450022,"40089450015,40089450023,40089450020,40089450017,40089450018,40089450014"
40089450023,"40089450022,40089450026,40089450015,40089450020"
40089450024,"40079400304,40089450038,40089450025,40089450020,40089450028,40089450026,40089450027"
40089450025,"40079400304,40089450026,40089450024"
40089450026,"40089450023,40089450024,40089450025,40089450020"
40089450027,"40089450028,40127640009,40089450024,40079400304"
40089450028,"40089450038,40127640014,40089450024,40127640009,40089450027"
40089450029,"40089450034,40089450038,40089450031,40089450033,40089450020"
40089450031,"40089450004,40089450029,40089450008,40089450033,40089450019,40089450002,40089450018,40089450020"
40089450033,"40089450034,40089450009,40089450031,40089450029,40089450002"
40089450034,"40089450038,40089450035,40089450009,40089450033,40089450029"
40089450035,"40089450034,40089450038,40089450009,40089450036,40023120322"
40089450036,"40023120322,40089450035,40089450037,40089450038"
40089450037,"40089450038,40127640014,40023120319,40089450036,40127640012,40023120322"
40089450038,"40089450035,40089450024,40089450036,40089450029,40089450028,40089450034,40089450037,40127640014,40089450020"
40091460102,"40091460104,40101510059,40101510055,40091460103,40101510053"
40091460103,"40091460104,40101510053,40091460316,40091460102,40101510052,40091460314"
40091460104,"40091460103,40091460205,40091460102,40091460314,40101510064"
40091460201,"40091460311,40121610028,40091460307,40091460314,40091460203"
40091460203,"40121610031,40091460201,40121610027,40091460205"
40091460205,"40091460104,40121610027,40061310023,40091460203,40091460314,40101510064,40061310019"
40091460307,"40091460310,40091460311,40121610028,40091460201,40121610037"
40091460310,"40063320022,40091460311,40091460307,40121610037,40091460313,40091460312,40107540313,40121610048,40111560018"
40091460311,"40091460310,40091460314,40091460201,40091460307,40091460313"
40091460312,"40091460310,40107540313,40111560016,40111560018"
40091460313,"40091460310,40091460315,40091460311,40111560013,40091460314,40111560021,40111560018"
40091460314,"40091460104,40091460315,40091460205,40091460311,40091460313,40091460103,40091460316,40091460201"
40091460315,"40091460316,40091460314,40101510051,40111560026,40091460313,40111560021"
40091460316,"40091460315,40091460103,40091460314,40101510052,40101510051"
40093470002,"40093470015,40047240309,40047240310,40093470004,40003020310,40003020320,40093470020"
40093470004,"40093470002,40093470020,40003020230,40151760004"
40093470009,"40151760002,40153770106,40093470010,40093470022,40151760004"
40093470010,"40093470009,40153770106,40153770104,40093470022,40153770204,40043220008"
40093470015,"40047240310,40093470016,40073370201,40093470002,40093470020"
40093470016,"40093470015,40011060002,40093470020,40073370201"
40093470020,"40093470015,40011060002,40093470016,40093470004,40093470022,40093470002,40151760004"
40093470022,"40011060007,40093470009,40093470010,40093470020,40043220008,40151760004"
40095480101,"40095480201,40095480202,40069350005,40019100062,40095480204,40019100063,40095480105,40095480102"
40095480102,"40095480201,40095480202,40095480101"
40095480105,"40085430312,40019100062,40095480101,40095480204,40095480106"
40095480106,"40085430312,40095480204,40095480105,40095480304,40095480302"
40095480201,"40069350003,40095480202,40069350005,40095480101,40069350006,40095480204,40095480102,40095480206"
40095480202,"40095480201,40095480101,40095480102"
40095480204,"40095480201,40095480101,40013070025,40095480302,40095480105,40095480106,40095480206,40095480303"
40095480206,"40095480201,40069350003,40069350013,40013070028,40095480204,40013070025,40069350002"
40095480302,"40095480106,40095480303,40095480204,40095480304"
40095480303,"40013070020,40095480204,40013070025,40095480302"
40095480304,"40095480106,40095480302"
40097490011,"40131660011,40097490020,40131660023,40131660022,40097490012,40097490016"
40097490012,"40097490011,40035180810,40131660023,40097490130,40097490016"
40097490014,"40097490031,40097490130,40097490034,40097490015"
40097490015,"40097490014,40097490021,40097490016,40097490130,40097490122,40097490034,40097490036"
40097490016,"40097490011,40097490020,40097490121,40097490015,40097490012,40097490101,40097490122"
40097490020,"40097490011,40131660022,40131660019,40097490101,40097490241,40097490022,40131660012,40097490132,40097490016"
40097490021,"40097490242,40097490038,40097490015,40097490039,40097490122,40097490023,40097490036"
40097490022,"40131660026,40097490020,40097490024,40131660019,40097490023,40097490241"
40097490023,"40097490242,40097490024,40097490241,40097490026,40097490025,40097490022,40097490039,40097490021"
40097490024,"40131660026,40145730203,40131660027,40097490022,40097490027,40097490023,40097490025"
40097490025,"40145730206,40097490027,40021110014,40097490024,40097490311,40097490023,40097490026"
40097490026,"40097490039,40097490023,40097490025"
40097490027,"40097490024,40097490025,40145730205,40145730204"
40097490031,"40097490014,40041210015,40041210001,40035180820,40097490130,40097490034"
40097490034,"40097490014,40041210015,40097490015,40097490031,40041210020,40097490036"
40097490036,"40097490021,40097490038,40097490015,40041210021,40097490037,40041210020,40097490034"
40097490037,"40041210022,40021110012,40097490038,40041210021,40021110016,40097490039,40097490311,40097490036"
40097490038,"40097490039,40097490037,40097490021,40097490036"
40097490039,"40097490038,40097490037,40097490311,40097490023,40097490021,40097490026"
40097490101,"40097490132,40097490016,40097490020,40097490121"
40097490121,"40097490242,40097490101,40097490016,40097490132,40097490122"
40097490122,"40097490021,40097490016,40097490015,40097490121"
40097490130,"40035180810,40097490014,40097490015,40097490031,40035180820,40097490012"
40097490132,"40097490241,40097490101,40097490020,40097490121"
40097490241,"40097490242,40097490022,40097490020,40097490132,40097490023"
40097490242,"40097490241,40097490023,40097490021,40097490121"
40097490311,"40021110014,40021110016,40097490037,40097490039,40021110011,40097490025"
40099500004,"40099500015,40099500020,40099500014,40099500005"
40099500005,"40099500007,40099500014,40099500020,40099500009,40099500012,40099500004"
40099500007,"40019100051,40099500005,40019100033,40099500014,40049250013,40019100052,40019100026,40099500012"
40099500009,"40099500017,40049250024,40099500005,40099500018,40099500020,40123620063,40099500012"
40099500012,"40099500007,40049250024,40049250020,40049250016,40099500005,40099500009,40049250013"
40099500014,"40099500007,40099500015,40019100063,40099500005,40019100026,40099500004"
40099500015,"40019100063,40069350008,40069350005,40099500018,40099500020,40099500014,40099500004"
40099500017,"40099500018,40099500009,40123620063"
40099500018,"40099500017,40099500015,40069350008,40123620063,40099500020,40099500009"
40099500020,"40099500015,40099500005,40099500018,40099500009,40099500004"
40101510005,"40101510028,40101510023,40101510011,40101510038,40101510013,40101510007"
40101510007,"40101510040,40101510045,40101510005,40101510009,40101510038,40101510013"
40101510009,"40101510049,40101510045,40101510055,40101510013,40101510007"
40101510011,"40101510005,40101510046,40101510013,40101510017,40101510047"
40101510013,"40101510011,40101510005,40101510009,40101510046,40101510007"
40101510017,"40101510023,40101510021,40101510011,40101510047"
40101510021,"40101510022,40101510023,40101510037,40101510017,40101510047"
40101510022,"40101510028,40101510023,40145730313,40101510037,40101510021"
40101510023,"40101510022,40101510028,40101510005,40101510021,40101510017"
40101510028,"40101510022,40101510023,40145730210,40101510005,40101510038,40145730313"
40101510033,"40111560034,40145730311,40145730310,40111560027,40101510052,40101510050"
40101510036,"40145730311,40101510061,40145730312,40101510052,40101510037"
40101510037,"40101510022,40101510036,40101510061,40145730313,40145730312,40101510021,40101510047"
40101510038,"40101510040,40101510041,40101510028,40145730210,40101510005,40101510007"
40101510040,"40101510045,40101510041,40021110010,40101510044,40101510038,40101510007,40021110017"
40101510041,"40101510040,40145730210,40101510038,40021110015,40021110019,40021110017"
40101510044,"40101510049,40101510040,40101510045,40021110010,40101510058,40101510057,40135680210"
40101510045,"40101510049,40101510040,40101510044,40101510009,40101510007"
40101510046,"40101510055,40101510011,40101510061,40101510013,40101510047"
40101510047,"40101510011,40101510061,40101510046,40101510037,40101510021,40101510017"
40101510049,"40101510045,40101510055,40101510044,40101510009,40101510057"
40101510050,"40111560034,40101510033,40111560026,40101510052,40101510051"
40101510051,"40091460315,40091460316,40111560026,40101510052,40101510050"
40101510052,"40145730311,40101510036,40101510051,40101510050,40091460103,40101510033,40091460316,40101510061,40101510053"
40101510053,"40091460103,40101510055,40091460102,40101510061,40101510052"
40101510055,"40101510049,40101510059,40101510056,40101510009,40101510061,40101510046,40091460102,40101510053"
40101510056,"40101510057,40101510059,40101510055"
40101510057,"40101510049,40101510056,40101510044,40101510058"
40101510058,"40135680210,40135680209,40101510059,40101510044,40101510057,40101510060,40101510064"
40101510059,"40101510055,40101510058,40101510056,40091460102,40101510064"
40101510060,"40061310011,40135680209,40101510064,40101510058"
40101510061,"40101510055,40101510036,40101510037,40101510052,40101510053,40101510046,40101510047"
40101510064,"40091460104,40101510059,40091460205,40101510060,40061310015,40061310011,40061310019,40061310030,40101510058"
40103520101,"40103520203,40103520106,40103520301,40103520102,40103520202,40103520201,40103520307"
40103520102,"40103520103,40103520101,40103520106,40047240109,40047240106,40103520301,40047240210,40103520105"
40103520103,"40071360101,40103520102,40047240210,40103520105,40103520104"
40103520104,"40103520103,40071360419,40071360420,40113570302,40113570303,40071360101,40117590202,40103520105"
40103520105,"40103520103,40103520106,40117590202,40103520102,40103520104"
40103520106,"40103520305,40103520101,40117590202,40103520102,40103520105,40103520307"
40103520201,"40103520203,40103520202,40103520101"
40103520202,"40103520203,40103520301,40103520101,40103520201"
40103520203,"40103520101,40103520301,40103520202,40103520201,40103520307"
40103520301,"40103520203,40083420302,40103520101,40103520102,40103520202,40047240106,40103520307"
40103520305,"40103520106,40119600406,40117590202,40119600403,40103520307,40117590104"
40103520307,"40103520101,40103520106,40119600401,40119600403,40103520305,40103520203,40083420302,40103520301"
40105530101,"40105530302,40105530102,40105530103,40105530203,40131660024"
40105530102,"40147740076,40147740075,40105530101,40105530203,40105530202,40131660024"
40105530103,"40105530303,40105530302,40131660023,40105530101,40105530304,40035180320,40035180520"
40105530201,"40147740074,40147740071,40105530204,40105530301,40105530202"
40105530202,"40105530302,40105530201,40105530303,40147740075,40147740074,40105530102,40105530204,40105530203"
40105530203,"40105530202,40105530302,40105530102,40105530101"
40105530204,"40105530301,40105530304,40105530201,40105530202"
40105530301,"40105530204,40105530304,40105530201,40035180320"
40105530302,"40105530303,40105530202,40105530101,40105530103,40105530203"
40105530303,"40105530304,40105530103,40105530302,40105530202"
40105530304,"40105530303,40105530204,40105530103,40105530301,40035180320"
40107540101,"40107540102,40037190410,40081410021,40133670030,40125630024,40081410001,40107540103,40133670035,40037190413"
40107540102,"40107540206,40107540103,40107540207,40107540101,40133670030,40107540105"
40107540103,"40107540102,40107540101,40037190413,40107540206"
40107540105,"40107540102,40107540208,40107540207,40107540209,40107540206"
40107540206,"40107540102,40037190412,40107540208,40037190413,40111560031,40107540103,40107540105,40107540311"
40107540207,"40107540102,40107540105,40133670030,40107540209,40107540210"
40107540208,"40107540311,40107540314,40107540105,40107540209,40107540206"
40107540209,"40107540314,40107540208,40107540207,40107540105,40107540312,40107540210"
40107540210,"40063320020,40107540207,40133670030,40107540209,40107540312"
40107540311,"40107540314,40107540208,40111560010,40111560038,40111560031,40107540313,40107540312,40111560016,40107540206"
40107540312,"40107540311,40063320022,40107540314,40107540313,40063320020,40107540209,40107540210"
40107540313,"40091460310,40063320022,40111560016,40107540312,40091460312,40107540311"
40107540314,"40107540312,40107540208,40107540209,40107540311"
40109550001,"40109550163,40109550162,40109550169,40109550002,40109550005"
40109550002,"40109550004,40109550003,40109550162,40109550001"
40109550003,"40109550004,40017090217,40109550162,40109550007,40109550002"
40109550004,"40109550008,40109550007,40109550003,40109550002,40109550005,40109550006"
40109550005,"40109550004,40109550174,40109550006,40109550001"
40109550006,"40109550004,40109550008,40109550010,40109550174,40109550005"
40109550007,"40109550004,40017090217,40109550009,40109550008,40109550160,40017090206,40109550003"
40109550008,"40109550004,40109550009,40109550007,40109550010,40109550006"
40109550009,"40109550008,40109550013,40109550010,40109550007"
40109550010,"40109550008,40109550009,40109550011,40109550013,40109550006"
40109550011,"40109550012,40109550175,40109550010,40109550176,40109550174"
40109550012,"40109550015,40109550014,40109550177,40109550011,40109550013"
40109550013,"40109550012,40109550160,40109550009,40109550014,40109550161,40109550010"
40109550014,"40109550012,40109550017,40109550015,40109550161,40109550157,40109550013"
40109550015,"40109550012,40109550016,40109550179,40109550014"
40109550016,"40109550017,40109550179,40109550015,40109550155,40109550106"
40109550017,"40109550016,40109550156,40109550014"
40109550018,"40109550019,40109550071,40109550072,40109550075"
40109550019,"40109550018,40109550024,40109550071,40109550021,40109550070,40109550023,40109550020"
40109550020,"40109550069,40109550019,40109550068,40109550021,40109550067"
40109550021,"40109550022,40109550019,40109550067,40109550254,40109550020,40109550023"
40109550022,"40109550098,40109550026,40109550021,40109550253,40109550252,40109550093,40109550023,40109550094"
40109550023,"40109550022,40109550026,40109550019,40109550024,40109550021"
40109550024,"40109550023,40109550019,40109550025,40109550075"
40109550025,"40109550077,40109550026,40109550024,40109550075,40109550078,40109550027"
40109550026,"40109550091,40109550022,40109550092,40109550027,40109550093,40109550025,40109550023"
40109550027,"40109550091,40109550026,40109550078,40109550025,40109550089"
40109550028,"40109550033,40109550029,40109550248,40109550246"
40109550029,"40109550030,40109550032,40109550028,40109550246"
40109550030,"40109550031,40109550244,40109550029,40109550246"
40109550031,"40109550081,40109550030,40109550032,40109550080,40109550244"
40109550032,"40109550031,40109550033,40109550082,40109550029"
40109550033,"40109550249,40109550028,40109550032,40109550251"
40109550034,"40109550138,40109550137,40083420103,40083420101,40109550036,40109550035"
40109550035,"40109550136,40109550036,40109550034,40109550137"
40109550036,"40109550133,40109550042,40109550043,40109550034,40083420103,40109550037,40109550035"
40109550037,"40109550133,40109550041,40109550036,40109550038"
40109550038,"40109550133,40109550132,40109550040,40109550037"
40109550039,"40109550127,40109550132,40109550040,40109550050"
40109550040,"40109550039,40109550049,40109550038,40109550041,40109550132"
40109550041,"40109550048,40109550040,40109550037,40109550042"
40109550042,"40109550041,40109550036,40109550043,40109550044"
40109550043,"40109550042,40083420106,40109550045,40109550059,40109550036,40083420103,40109550044"
40109550044,"40109550042,40109550043,40109550045,40109550048,40109550047"
40109550045,"40109550046,40109550043,40109550058,40109550047,40109550044"
40109550046,"40109550055,40109550045,40109550058,40109550047,40109550057"
40109550047,"40109550046,40109550055,40109550045,40109550048,40109550044"
40109550048,"40109550049,40109550055,40109550041,40109550047,40109550044"
40109550049,"40109550055,40109550048,40109550053,40109550040,40109550050"
40109550050,"40109550127,40109550039,40109550051,40109550049,40109550053"
40109550051,"40109550053,40109550127,40109550052,40109550111,40109550050"
40109550052,"40109550053,40109550054,40109550051,40109550111,40109550062"
40109550053,"40109550054,40109550051,40109550049,40109550055,40109550052,40109550050"
40109550054,"40109550052,40109550061,40109550053,40109550055"
40109550055,"40109550046,40109550054,40109550053,40109550049,40109550048,40109550056,40109550047"
40109550056,"40109550060,40109550061,40109550055,40109550057"
40109550057,"40109550046,40109550060,40109550058,40109550056"
40109550058,"40109550046,40109550060,40109550045,40109550059,40109550057"
40109550059,"40109550043,40109550064,40083420206,40109550060,40109550058,40083420207,40083420106"
40109550060,"40109550061,40109550064,40109550059,40109550058,40109550056,40109550057"
40109550061,"40109550063,40109550054,40109550064,40109550060,40109550056,40109550062"
40109550062,"40109550063,40109550052,40109550111,40109550061"
40109550063,"40109550061,40109550064,40109550110,40109550108,40109550065,40109550111,40109550062"
40109550064,"40109550063,40109550060,40109550061,40083420207,40109550059,40109550065"
40109550065,"40109550063,40109550107,40109550064,40109550108,40083420207"
40109550066,"40109550077,40109550115,40109550114,40109550244,40109550078,40109550243"
40109550067,"40109550068,40027140064,40109550021,40125630031,40109550254,40109550020"
40109550068,"40109550069,40109550070,40125630031,40109550067,40109550020"
40109550069,"40109550070,40109550020,40109550068"
40109550070,"40109550069,40081410015,40109550019,40109550068,40109550071"
40109550071,"40081410015,40109550019,40109550076,40109550018,40081410020,40109550072,40109550070"
40109550072,"40109550107,40109550076,40109550071,40109550075,40109550018,40109550073"
40109550073,"40109550107,40109550109,40109550075,40109550074,40109550072"
40109550074,"40109550073,40109550077,40109550109,40109550075"
40109550075,"40109550077,40109550024,40109550074,40109550018,40109550072,40109550025,40109550073"
40109550076,"40109550107,40083420207,40109550071,40083420203,40081410020,40109550072,40081410008"
40109550077,"40109550066,40109550109,40109550114,40109550075,40109550074,40109550078,40109550025"
40109550078,"40109550077,40109550066,40109550079,40109550027,40109550025,40109550089"
40109550079,"40109550086,40109550088,40109550080,40109550087,40109550244,40109550078,40109550089"
40109550080,"40109550086,40109550085,40109550081,40109550079,40109550031"
40109550081,"40109550082,40109550085,40109550080,40109550031"
40109550082,"40109550081,40109550032,40109550083,40109550251"
40109550083,"40109550084,40109550085,40109550251,40109550082"
40109550084,"40109550096,40109550095,40109550088,40109550085,40109550087,40109550252,40109550083,40109550251"
40109550085,"40109550086,40109550081,40109550080,40109550084,40109550083"
40109550086,"40109550087,40109550085,40109550080,40109550079"
40109550087,"40109550086,40109550079,40109550084,40109550088"
40109550088,"40109550087,40109550079,40109550084,40109550092,40109550089"
40109550089,"40109550091,40109550079,40109550090,40109550092,40109550078,40109550088,40109550027"
40109550090,"40109550092,40109550089"
40109550091,"40109550092,40109550027,40109550026,40109550089"
40109550092,"40109550091,40109550026,40109550095,40109550089,40109550088,40109550090,40109550093,40109550094"
40109550093,"40109550022,40109550026,40109550094,40109550092"
40109550094,"40109550098,40109550022,40109550097,40109550092,40109550095,40109550093"
40109550095,"40109550084,40109550092,40109550094,40109550096"
40109550096,"40109550084,40109550252,40109550097,40109550095"
40109550097,"40109550098,40109550255,40109550096,40109550252,40109550094"
40109550098,"40109550022,40109550255,40109550252,40109550097,40109550094"
40109550099,"40109550180,40109550196,40109550102,40109550100,40109550101"
40109550100,"40109550196,40109550119,40109550099,40109550116,40109550118,40109550101"
40109550101,"40109550103,40109550102,40109550100,40109550099,40109550119"
40109550102,"40109550103,40109550180,40109550106,40109550099,40109550105,40109550101"
40109550103,"40109550104,40109550102,40109550119,40109550105,40109550101"
40109550104,"40109550120,40109550122,40109550105,40109550103"
40109550105,"40109550103,40109550123,40109550102,40109550106,40109550104,40109550124"
40109550106,"40109550146,40109550180,40109550154,40109550148,40109550102,40109550105,40109550016,40109550179,40109550155,40109550147"
40109550107,"40109550076,40083420207,40109550108,40109550065,40109550072,40109550073"
40109550108,"40109550063,40109550107,40109550109,40109550065,40109550110"
40109550109,"40109550077,40109550114,40109550110,40109550074,40109550108,40109550113,40109550073"
40109550110,"40109550063,40109550109,40109550112,40109550108,40109550111,40109550113"
40109550111,"40109550063,40109550126,40109550051,40109550121,40109550112,40109550052,40109550062,40109550110"
40109550112,"40109550121,40109550110,40109550117,40109550111,40109550113"
40109550113,"40109550109,40109550114,40109550112,40109550117,40109550110"
40109550114,"40109550077,40109550066,40109550109,40109550115,40109550117,40109550116,40109550113"
40109550115,"40109550066,40109550114,40109550242,40109550116,40109550243"
40109550116,"40109550198,40109550118,40109550196,40109550115,40109550114,40109550199,40109550117,40109550100,40109550241"
40109550117,"40109550113,40109550114,40109550121,40109550120,40109550116,40109550118,40109550112"
40109550118,"40109550120,40109550117,40109550100,40109550116,40109550119,40109550257"
40109550119,"40109550103,40109550120,40109550100,40109550118,40109550101,40109550257"
40109550120,"40109550122,40109550119,40109550121,40109550117,40109550118,40109550104,40109550257"
40109550121,"40109550122,40109550126,40109550112,40109550120,40109550117,40109550111"
40109550122,"40109550126,40109550123,40109550125,40109550121,40109550120,40109550104"
40109550123,"40109550122,40109550126,40109550125,40109550105,40109550124"
40109550124,"40109550105,40109550146,40109550126,40109550123"
40109550125,"40109550122,40109550126,40109550123"
40109550126,"40109550123,40109550125,40109550121,40109550111,40109550124,40109550127,40109550122,40109550145,40109550129,40109550128"
40109550127,"40109550039,40109550126,40109550051,40109550132,40109550128,40109550050"
40109550128,"40109550127,40109550129,40109550126,40109550131"
40109550129,"40109550140,40109550130,40109550126,40109550128"
40109550130,"40109550139,40109550129,40109550135,40109550131"
40109550131,"40109550130,40109550134,40109550132,40109550128"
40109550132,"40109550127,40109550039,40109550133,40109550131,40109550038,40109550040"
40109550133,"40109550136,40109550038,40109550036,40109550134,40109550132,40109550037"
40109550134,"40109550136,40109550133,40109550135,40109550131"
40109550135,"40109550136,40109550130,40109550134,40109550137"
40109550136,"40109550133,40109550135,40109550137,40109550134,40109550035"
40109550137,"40109550136,40109550139,40109550135,40109550034,40109550138,40109550035"
40109550138,"40017090506,40109550141,40017090504,40109550034,40083420101,40109550256,40109550137,40109550139"
40109550139,"40109550138,40109550130,40109550140,40109550137"
40109550140,"40109550144,40109550141,40109550145,40109550142,40109550139,40109550129,40109550143"
40109550141,"40017090200,40109550151,40017090506,40109550142,40109550138,40109550150,40109550152,40109550140"
40109550142,"40109550149,40109550141,40109550140,40109550143"
40109550143,"40109550148,40109550144,40109550147,40109550142,40109550140"
40109550144,"40109550145,40109550147,40109550140,40109550143"
40109550145,"40109550146,40109550126,40109550140,40109550144"
40109550146,"40109550145,40109550147,40109550106,40109550124"
40109550147,"40109550146,40109550148,40109550144,40109550106,40109550143"
40109550148,"40109550154,40109550149,40109550147,40109550106,40109550143"
40109550149,"40109550148,40109550154,40109550150,40109550142"
40109550150,"40109550153,40109550149,40109550141,40109550152"
40109550151,"40017090200,40109550141,40109550152"
40109550152,"40017090200,40109550153,40109550158,40109550141,40109550159,40109550151,40109550150"
40109550153,"40109550158,40109550154,40109550152,40109550156,40109550150"
40109550154,"40109550153,40109550148,40109550155,40109550149,40109550156,40109550106"
40109550155,"40109550016,40109550156,40109550106,40109550154"
40109550156,"40109550153,40109550154,40109550017,40109550155,40109550157"
40109550157,"40109550158,40109550161,40109550156,40109550014"
40109550158,"40109550159,40109550153,40109550160,40109550152,40109550157"
40109550159,"40017090200,40109550158,40109550160,40109550152,40017090206"
40109550160,"40109550158,40109550159,40109550007,40017090206,40109550161,40109550013"
40109550161,"40109550160,40109550157,40109550013,40109550014"
40109550162,"40109550163,40017090217,40109550001,40109550003,40109550002"
40109550163,"40017090228,40109550164,40017090217,40109550162,40109550001,40109550166"
40109550164,"40017090228,40109550163,40017090303,40017090225,40017090227,40109550165,40109550166"
40109550165,"40109550164,40109550227,40109550166,40027140007,40017090300,40109550228,40017090303,40109550226,40109550167"
40109550166,"40109550170,40109550164,40109550168,40109550209,40109550165,40109550163,40109550188,40109550169,40109550167"
40109550167,"40109550165,40109550166,40109550226,40109550209"
40109550168,"40109550170,40109550166,40109550169"
40109550169,"40109550170,40109550168,40109550171,40109550001,40109550166,40109550174,40109550173"
40109550170,"40109550168,40109550187,40109550169,40109550186,40109550166,40109550171"
40109550171,"40109550170,40109550172,40109550184,40109550169,40109550186,40109550173"
40109550172,"40109550184,40109550176,40109550171,40109550173"
40109550173,"40109550172,40109550175,40109550169,40109550176,40109550171,40109550174"
40109550174,"40109550169,40109550173,40109550011,40109550005,40109550006"
40109550175,"40109550176,40109550011,40109550173"
40109550176,"40109550172,40109550175,40109550177,40109550011,40109550184,40109550183,40109550178,40109550173"
40109550177,"40109550178,40109550176,40109550012,40109550179"
40109550178,"40109550181,40109550182,40109550179,40109550176,40109550177"
40109550179,"40109550181,40109550016,40109550180,40109550015,40109550178,40109550177,40109550106"
40109550180,"40109550181,40109550179,40109550102,40109550099,40109550106"
40109550181,"40109550180,40109550179,40109550196,40109550178,40109550182"
40109550182,"40109550178,40109550181,40109550183,40109550195"
40109550183,"40109550184,40109550176,40109550182,40109550195"
40109550184,"40109550172,40109550194,40109550185,40109550192,40109550183,40109550195,40109550176,40109550171"
40109550185,"40109550184,40109550186,40109550192"
40109550186,"40109550170,40109550187,40109550171,40109550185,40109550192"
40109550187,"40109550170,40109550188,40109550186,40109550191,40109550192"
40109550188,"40109550208,40109550209,40109550189,40109550166,40109550207,40109550187,40109550191,40109550206"
40109550189,"40109550205,40109550188,40109550190,40109550191"
40109550190,"40109550205,40109550204,40109550191,40109550189,40109550203"
40109550191,"40109550193,40109550202,40109550190,40109550189,40109550203,40109550192,40109550188,40109550187"
40109550192,"40109550184,40109550193,40109550187,40109550194,40109550186,40109550191,40109550185"
40109550193,"40109550202,40109550194,40109550191,40109550201,40109550192"
40109550194,"40109550184,40109550193,40109550195,40109550197,40109550201,40109550192"
40109550195,"40109550184,40109550183,40109550196,40109550194,40109550197,40109550182"
40109550196,"40109550181,40109550100,40109550195,40109550197,40109550198,40109550099,40109550116"
40109550197,"40109550195,40109550194,40109550196,40109550198,40109550201"
40109550198,"40109550199,40109550196,40109550200,40109550197,40109550116,40109550203"
40109550199,"40109550198,40109550116,40109550200"
40109550200,"40109550204,40109550199,40109550198,40109550241,40109550203"
40109550201,"40109550193,40109550202,40109550194,40109550197,40109550203"
40109550202,"40109550193,40109550201,40109550203,40109550191"
40109550203,"40109550204,40109550202,40109550191,40109550200,40109550190,40109550198,40109550201"
40109550204,"40109550205,40109550200,40109550190,40109550241,40109550203"
40109550205,"40109550204,40109550235,40109550190,40109550236,40109550189,40109550206,40109550239"
40109550206,"40109550205,40109550188,40109550213,40109550215,40109550235,40109550207"
40109550207,"40109550211,40109550208,40109550188,40109550213,40109550209,40109550210,40109550206"
40109550208,"40109550188,40109550207,40109550209"
40109550209,"40109550208,40109550188,40109550167,40109550226,40109550210,40109550166,40109550207"
40109550210,"40109550211,40109550209,40109550224,40109550225,40109550207"
40109550211,"40109550212,40109550213,40109550210,40109550224,40109550207"
40109550212,"40109550214,40109550211,40109550220,40109550219"
40109550213,"40109550214,40109550211,40109550216,40109550215,40109550206,40109550207"
40109550214,"40109550218,40109550213,40109550212,40109550219,40109550217,40109550216"
40109550215,"40109550213,40109550217,40109550216,40109550235,40109550234,40109550206"
40109550216,"40109550214,40109550215,40109550213"
40109550217,"40109550214,40109550218,40109550215,40109550234,40109550232"
40109550218,"40109550214,40109550219,40109550221,40109550217,40109550220,40109550232"
40109550219,"40109550214,40109550220,40109550218,40109550212"
40109550220,"40109550212,40109550219,40109550221,40109550218,40109550224"
40109550221,"40109550229,40109550222,40109550223,40109550218,40109550220,40109550224,40109550231,40109550230"
40109550222,"40109550223,40109550227,40109550221,40109550229"
40109550223,"40109550227,40109550222,40109550221,40109550226,40109550224"
