id,NEIGHBORS
40037190409,"40037190403,40037190422,40037190241,40037190231,40037190411,40037190408,40037190413"
40037190410,"40081410001,40081410002,40037190411,40107540101,40037190408,40037190413"
40037190411,"40037190409,40037190410,40037190408,40037190413"
40037190412,"40111560031,40111560020,40037190231,40037190414,40037190413,40107540206"
40037190413,"40037190412,40037190211,40037190410,40037190409,40107540101,40037190231,40037190241,40037190411,40037190221,40107540103,40107540206"
40037190414,"40037190412,40037190402,40037190415,40111560020,40037190132,40037190231,40037190111,40037190422"
40037190415,"40111560020,40037190416,40037190414,40037190417,40037190111"
40037190416,"40143720710,40143720705,40111560020,40037190417,40111560029,40037190415"
40037190417,"40143720705,40037190416,40037190418,40037190415,40143720707,40037190112,40037190111,40037190142"
40037190418,"40037190417,40037190419,40037190142,40143720703"
40037190419,"40037190421,40037190420,40037190121,40037190402,40037190418,40037190142,40143720703"
40037190420,"40143720145,40037190421,40037190419"
40037190421,"40037190419,40037190420,40143720802,40143720145,40037190121,40143720144,40143720146"
40037190422,"40037190409,40037190414,40037190402,40037190403"
40039200001,"40039200007,40039200005,40039200003"
40039200003,"40039200001,40039200007,40039200005"
40039200005,"40039200007,40039200026,40039200003,40149750012,40039200001"
40039200007,"40149750012,40039200019,40039200021,40039200018,40039200005,40149750007,40039200003,40039200001,40039200012"
40039200012,"40039200007,40039200026,40039200022,40039200019,40039200013"
40039200013,"40039200026,40039200023,40039200012,40043220002"
40039200018,"40039200020,40039200007,40149750020,40039200019,40039200021,40149750007,40015081013"
40039200019,"40039200020,40039200007,40039200022,40039200021,40039200018,40039200012"
40039200020,"40015081213,40039200022,40039200019,40039200018,40011060020,40015081013"
40039200021,"40039200019,40039200018,40039200007"
40039200022,"40039200020,40039200023,40039200019,40011060020,40039200012"
40039200023,"40011060016,40039200013,40043220010,40043220002,40011060012,40039200022,40011060020"
40039200026,"40129650203,40149750012,40129650201,40039200005,40149750016,40043220002,40149750014,40043220003,40009050231,40039200013,40039200012"
40041210001,"40041210015,40041210012,40097490031,40035180820,40035180710,40041210003,40041210002"
40041210002,"40035180710,40041210003,40041210001,40115580034"
40041210003,"40041210004,40041210009,40115580028,40041210007,40041210002,40041210005,40041210001,40041210012,40115580034"
40041210004,"40115580028,40041210011,40041210003"
40041210005,"40041210009,40041210006,40041210007,40041210011,40041210003,40041210008"
40041210006,"40041210005,40041210011,40115580026,40041210008"
40041210007,"40041210005,40041210009,40041210003"
40041210008,"40041210005,40041210009,40041210006,40041210012,40041210018"
40041210009,"40041210005,40041210012,40041210007,40041210003,40041210008"
40041210010,"40041210016,40041210019,40041210014"
40041210011,"40041210004,40041210005,40041210006,40115580028,40115580026"
40041210012,"40041210009,40041210015,40041210001,40041210014,40041210018,40041210003,40041210008"
40041210014,"40041210015,40041210012,40041210010,40041210018,40041210016,40041210017"
40041210015,"40041210001,40041210012,40041210014,40097490031,40041210020,40097490034,40041210017"
40041210016,"40041210019,40041210014,40041210010,40041210020,40041210017"
40041210017,"40041210015,40041210016,40041210020,40041210014"
40041210018,"40041210019,40041210012,40041210008,40041210014"
40041210019,"40041210022,40041210023,40041210016,40041210010,40041210018,40041210020"
40041210020,"40041210022,40041210019,40041210021,40097490034,40041210015,40041210017,40041210016,40097490036"
40041210021,"40041210022,40097490037,40041210020,40097490036"
40041210022,"40021110018,40021110012,40041210023,40001010016,40041210019,40041210021,40097490037,40001010017,40041210020"
40041210023,"40041210022,40001010017,40041210019"
40043220001,"40043220009,40043220002,40043220004,40043220008,40043220007,40043220005"
40043220002,"40039200026,40043220004,40043220001,40043220009,40043220003,40039200023,40043220010,40039200013"
40043220003,"40039200026,40043220004,40129650203,40043220002"
40043220004,"40129650203,40043220002,40043220003,40045230009,40043220005,40043220001"
40043220005,"40045230009,40153770204,40153770203,40043220004,40043220008,40043220007,40043220001"
40043220007,"40043220008,40043220001,40043220005"
40043220008,"40011060007,40043220005,40043220001,40043220009,40093470010,40093470022,40153770204,40043220007"
40043220009,"40011060022,40011060007,40043220002,40043220010,40011060012,40043220008,40043220001"
40043220010,"40043220009,40039200023,40011060012,40043220002"
40045230001,"40129650203,40045230003,40045230004,40153770203,40045230009,40045230008,40129650302,40045230007"
40045230003,"40045230007,40045230006,40045230004,40045230001"
40045230004,"40045230007,40045230003,40045230001"
40045230006,"40007040011,40059300201,40045230003,40045230007"
40045230007,"40045230001,40059300201,40045230003,40045230004,40045230006,40045230008,40059300302"
40045230008,"40153770307,40045230001,40153770306,40153770203,40059300302,40045230007"
40045230009,"40129650203,40153770203,40043220004,40043220005,40045230001"
40047240101,"40047240311,40047240105,40047240110,40047240201,40047240104,40047240102"
40047240102,"40047240103,40047240101,40047240201,40047240104,40047240203"
40047240103,"40047240104,40047240206,40047240207,40047240108,40047240102"
40047240104,"40047240103,40047240101,40047240102,40047240108,40047240110"
40047240105,"40047240201,40047240311,40047240301,40047240101"
40047240106,"40047240107,40083420302,40103520301,40103520102,40047240109,40083420301"
40047240107,"40047240109,40047240106,40047240311,40073370203"
40047240108,"40047240103,40047240207,40047240109,40047240104,40047240212,40047240110"
40047240109,"40047240107,40103520102,40047240210,40047240106,40047240108,40047240212,40047240110"
40047240110,"40047240311,40047240101,40047240109,40047240104,40047240108"
40047240201,"40047240105,40047240101,40047240203,40047240204,40047240202,40047240301,40047240102"
40047240202,"40047240311,40047240201,40047240204,40047240301,40047240302"
40047240203,"40047240201,40047240204,40047240206,40047240102"
40047240204,"40047240201,40047240202,40047240304,40047240306,40047240203,40047240302,40047240305"
40047240206,"40047240211,40047240103,40047240207,40047240306,40047240203,40047240307"
40047240207,"40047240103,40047240211,40047240206,40047240108,40047240212"
40047240208,"40053270017,40047240211,40047240308"
40047240210,"40103520103,40053270026,40071360101,40103520102,40047240109,40047240212"
40047240211,"40047240206,40053270017,40053270023,40047240208,40047240207,40047240212,40047240307"
40047240212,"40047240211,40053270023,40053270026,40047240109,40047240210,40047240207,40047240108"
40047240301,"40047240201,40047240105,40047240202,40047240311"
40047240302,"40047240311,40047240309,40047240310,40047240308,40047240202,40047240204,40047240304"
40047240304,"40047240204,40047240308,40047240302,40047240305"
40047240305,"40047240204,40047240304,40047240306,40047240307"
40047240306,"40047240206,40047240204,40047240307,40047240305"
40047240307,"40047240211,40047240308,40047240206,40047240306,40047240305"
40047240308,"40047240309,40053270017,40003020320,40047240302,40047240208,40047240304,40047240307"
40047240309,"40047240310,40093470002,40047240308,40047240302"
40047240310,"40093470015,40047240311,40047240309,40073370201,40093470002,40047240302"
40047240311,"40047240107,40047240105,40073370201,40047240202,40047240301,40073370203,40047240110,40047240302,40047240310,40047240101"
40049250001,"40051260026,40049250002,40049250003,40051260016"
40049250002,"40087440005,40049250005,40049250003,40049250001,40051260016"
40049250003,"40049250009,40049250002,40137690055,40049250005,40049250001,40051260026"
40049250005,"40049250002,40049250007,40087440007,40049250003,40049250009,40049250006,40087440005"
40049250006,"40049250005,40049250021,40087440007,40049250007,40087440004"
40049250007,"40049250017,40049250018,40049250005,40049250009,40049250006,40049250008"
40049250008,"40049250017,40049250018,40049250007,40049250016,40049250015,40049250009"
40049250009,"40049250005,40049250003,40049250016,40049250007,40137690055,40049250013,40049250008"
40049250013,"40049250009,40099500007,40019100051,40049250016,40137690055,40099500012,40137690056"
40049250015,"40049250017,40049250018,40049250008"
40049250016,"40049250018,40049250020,40049250009,40049250013,40099500012,40049250008"
40049250017,"40049250015,40049250018,40049250007,40049250008"
40049250018,"40049250021,40049250016,40049250025,40049250008,40049250017,40049250007,40049250015,40087440002,40049250020"
40049250020,"40049250018,40049250024,40049250016,40049250025,40099500012"
40049250021,"40049250018,40049250006,40087440003"
40049250024,"40123620059,40123620063,40123620067,40049250025,40099500012,40099500009,40049250020"
40049250025,"40087440001,40049250018,40049250024,40123620059,40049250020"
40051260001,"40051260008,40051260006,40051260027,40051260002,40051260033"
40051260002,"40051260003,40051260009,40051260008,40051260032,40051260001,40051260033"
40051260003,"40051260009,40051260011,40051260032,40051260005,40051260002"
40051260005,"40051260009,40051260011,40051260003,40051260006"
40051260006,"40051260008,40051260005,40051260001,40051260025,40051260027,40051260021"
40051260008,"40051260009,40051260002,40051260006,40051260001"
40051260009,"40051260003,40051260008,40051260002,40051260005"
40051260011,"40051260003,40051260020,40051260032,40051260005,40051260025,40051260031"
40051260016,"40087440005,40051260020,40049250002,40049250001,40051260026,40051260023,40051260031"
40051260017,"40015080811,40051260027,40015080041,40051260033,40015080012,40051260035"
40051260020,"40051260011,40051260032,40051260023,40051260016,40051260031"
40051260021,"40051260029,40051260025,40051260039,40051260006,40051260040,40051260027,40051260035"
40051260023,"40051260020,40051260032,40015080509,40031160040,40051260026,40051260036,40051260016"
40051260025,"40051260011,40051260039,40051260006,40051260021,40051260028,40051260031"
40051260026,"40137690032,40137690054,40049250003,40051260023,40051260016,40049250001,40137690055,40051260036"
40051260027,"40051260006,40051260001,40051260021,40051260033,40051260035,40051260017"
40051260028,"40051260025,40051260039,40087440019,40087440012,40051260031"
40051260029,"40017090309,40051260040,40051260021,40017090403,40015080811,40017090400,40015081009,40051260035"
40051260031,"40051260025,40051260020,40051260011,40087440019,40051260028,40051260016,40087440005"
40051260032,"40051260003,40051260020,40051260011,40015080509,40051260023,40051260002,40051260033"
40051260033,"40051260032,40051260001,40051260027,40015080041,40051260002,40051260017"
40051260035,"40051260029,40015080811,40051260027,40051260021,40051260017"
40051260036,"40137690051,40137690032,40137690049,40051260026,40051260023,40031160040"
40051260037,"40051260040,40051260041,40051260038,40087440015"
40051260038,"40051260040,40051260039,40087440015,40051260037"
40051260039,"40051260038,40087440015,40051260040,40087440012,40051260021,40051260025,40087440016,40051260028"
40051260040,"40051260029,40051260038,40017090309,40051260039,40051260037,40051260041,40051260021"
40051260041,"40017090302,40017090309,40051260037,40087440014,40051260040"
40053270011,"40053270026,40071360206,40053270029,40071360202,40071360406"
40053270017,"40003020330,40047240211,40053270023,40047240308,40047240208,40003020120,40003020320,40053270025"
40053270023,"40053270017,40047240211,40053270026,40053270030,40053270029,40047240212"
40053270025,"40053270017,40053270030,40003020120"
40053270026,"40071360103,40053270023,40071360101,40053270029,40047240210,40047240212,40053270011"
40053270029,"40053270011,40053270023,40053270026,40053270030"
40053270030,"40053270025,40053270023,40053270029"
40055280101,"40055280102,40055280106,40055280302,40055280105"
40055280102,"40055280302,40055280203,40055280105,40055280103,40055280101"
40055280103,"40055280203,40055280102"
40055280105,"40055280102,40055280106,40055280202,40055280203,40055280101"
40055280106,"40065330017,40065330016,40055280202,40057290201,40065330023,40057290302,40055280302,40055280105,40055280101"
40055280202,"40075380011,40065330016,40055280106,40065330020,40055280105,40055280203"
40055280203,"40055280102,40055280302,40055280202,40055280105,40055280103,40075380008,40009050242"
40055280302,"40055280102,40009050115,40055280106,40055280203,40009050242,40057290101,40055280101"
40057290101,"40009050115,40057290102,40057290201,40055280302"
40057290102,"40057290203,40057290201,40057290101"
40057290201,"40057290203,40057290302,40055280106,40057290301,40057290102,40057290101"
40057290203,"40057290204,40057290301,40057290102,40057290201"
40057290204,"40065330018,40057290203,40057290302,40057290301"
40057290301,"40057290201,40057290204,40057290203,40057290302"
40057290302,"40065330017,40055280106,40065330018,40057290204,40057290301,40057290201"
40059300201,"40007040011,40059300301,40059300203,40045230006,40045230007,40007040013,40059300302"
40059300203,"40059300301,40059300201"
40059300301,"40153770307,40059300203,40059300201,40059300303,40059300402,40059300302"
40059300302,"40153770307,40059300301,40059300201,40045230008,40045230007"
40059300303,"40059300301,40153770105,40151760008,40059300402,40153770302"
40059300402,"40059300301,40059300303"
40061310007,"40061310016,40061310009,40079400114,40079400112,40061310015,40077390011,40079400201,40061310031"
40061310009,"40077390011,40061310016,40061310007,40061310032,40061310027"
40061310011,"40135680209,40061310031,40101510060,40135680203,40101510064,40061310015"
40061310015,"40061310011,40061310030,40061310016,40061310007,40061310027,40101510064,40061310031"
40061310016,"40061310007,40061310027,40061310009,40061310015"
40061310019,"40061310030,40091460205,40061310023,40061310032,40101510064"
40061310023,"40121610027,40091460205,40121610044,40061310032,40121610052,40061310019"
40061310027,"40061310030,40061310016,40061310009,40061310032,40061310015"
40061310030,"40061310019,40061310032,40061310027,40101510064,40061310015"
40061310031,"40135680204,40079400112,40135680203,40061310015,40061310011,40079400101,40135680304,40061310007"
40061310032,"40121610044,40061310009,40121610052,40061310027,40077390010,40061310019,40077390003,40077390011,40061310030,40061310023"
40063320010,"40063320011,40063320018"
40063320011,"40063320016,40063320030,40063320010,40063320035,40063320012,40063320021,40063320018"
40063320012,"40063320019,40063320021,40133670033,40063320011,40133670034,40063320035,40133670015,40063320020"
40063320016,"40063320011,40063320023,40063320020,40063320018"
40063320018,"40063320031,40063320022,40121610021,40063320010,40063320032,40063320016,40063320030,40063320011,40121610048,40063320023"
40063320019,"40063320012,40133670015,40063320035,40123620051,40063320030"
40063320020,"40063320022,40133670032,40063320021,40063320016,40107540210,40133670034,40063320023,40107540312,40063320012"
40063320021,"40063320011,40063320020,40063320012"
40063320022,"40091460310,40107540313,40063320023,40121610048,40063320020,40107540312,40063320018"
40063320023,"40063320016,40063320022,40063320020,40063320018"
40063320030,"40063320031,40063320019,40123620051,40063320018,40063320011,40063320034,40063320035,40063320033"
40063320031,"40063320018,40063320033,40063320032,40063320030"
40063320032,"40063320031,40121610021,40029150004,40063320033,40121610023,40063320018"
40063320033,"40063320031,40063320034,40029150004,40063320032,40029150003,40063320030"
40063320034,"40029150003,40123620064,40063320033,40123620051,40063320030"
40063320035,"40063320011,40063320019,40063320012,40063320030"
40065330001,"40065330007,40065330016,40065330002,40065330014,40065330023,40065330006,40065330020"
40065330002,"40065330006,40065330001,40065330003,40065330014"
40065330003,"40065330010,40065330007,40065330023,40065330002,40065330014,40065330006,40065330024"
40065330006,"40065330023,40065330002,40065330001,40065330003"
40065330007,"40065330021,40065330010,40065330001,40065330003,40065330014,40065330019,40065330024"
40065330010,"40065330007,40065330014,40065330003"
40065330014,"40065330010,40065330007,40065330002,40065330001,40065330003"
40065330016,"40065330023,40065330001,40055280106,40055280202,40065330020"
40065330017,"40065330023,40057290302,40055280106,40065330018,40065330024"
40065330018,"40065330017,40057290302,40057290204,40065330019,40065330024"
40065330019,"40065330021,40065330007,40065330018,40141710009,40141710010,40065330024,40141710003"
40065330020,"40065330021,40075380011,40065330016,40075380002,40065330001,40055280202,40075380016,40075380022"
40065330021,"40065330007,40065330020,40075380014,40075380022,40065330019,40141710010"
40065330023,"40065330017,40065330016,40065330006,40065330001,40065330003,40055280106,40065330024"
40065330024,"40065330017,40065330007,40065330023,40065330003,40065330018,40065330019"
40067340001,"40067340009,40067340008,40067340005,40067340002"
40067340002,"40067340009,40067340001,40067340004,40067340003,40067340006,40067340005"
40067340003,"40067340004,40137690062,40067340002,40067340006,40033170005"
40067340004,"40067340009,40137690062,40137690059,40067340003,40137690041,40067340002"
40067340005,"40067340008,40067340006,40067340001,40067340002"
40067340006,"40067340010,40067340002,40067340003,40067340007,40067340008,40067340005"
40067340007,"40067340006,40067340010"
40067340008,"40067340009,40067340001,40067340010,40067340006,40067340005"
40067340009,"40085430208,40019100071,40019100030,40067340001,40067340010,40067340004,40067340008,40067340002,40019100052,40137690059,40019100041"
40067340010,"40085430208,40067340009,40067340007,40067340008,40067340006,40085430207"
40069350001,"40069350013,40069350011,40069350010,40069350004,40069350002,40069350009,40069350014"
40069350002,"40069350003,40069350013,40069350001,40069350004,40095480206"
40069350003,"40095480201,40095480206,40069350004,40069350002,40069350006"
40069350004,"40069350003,40069350001,40069350008,40069350002,40069350014,40069350006"
40069350005,"40095480201,40099500015,40095480101,40019100063,40069350008,40069350006"
40069350006,"40095480201,40069350003,40069350008,40069350005,40069350004"
40069350007,"40069350011,40069350010,40005030006,40029150009"
40069350008,"40099500018,40069350009,40123620063,40069350006,40099500015,40069350005,40069350004,40069350014"
40069350009,"40069350010,40069350001,40069350014,40069350008,40123620054,40123620063"
40069350010,"40069350007,40069350011,40069350001,40123620054,40069350009,40029150009"
40069350011,"40069350007,40069350012,40069350013,40069350001,40069350010,40005030006"
40069350012,"40069350013,40069350011,40005030008,40005030006,40013070021"
40069350013,"40013070028,40069350012,40069350011,40069350001,40095480206,40069350002,40013070021"
40069350014,"40069350004,40069350001,40069350009,40069350008"
40071360001,"40071360403,40071360407"
40071360101,"40071360103,40103520103,40053270026,40047240210,40071360420,40103520104"
40071360103,"40071360420,40071360206,40053270026,40071360101"
40071360202,"40071360206,40071360404,40071360205,40071360420,40071360409,40053270011,40071360406"
40071360205,"40071360202,40071360206"
40071360206,"40071360103,40053270011,40071360205,40071360420,40071360202"
40071360400,"40071360407,40071360411,40113570105,40071360403,40071360401,40113570103,40071360412"
40071360401,"40071360400,40071360403,40113570113"
40071360403,"40071360527,40071360400,40071360409,40071360407,40071360401,40071360001,40071360411,40071360404"
40071360404,"40071360409,40071360403,40071360202,40071360406"
40071360406,"40053270011,40071360404,40071360202"
40071360407,"40071360001,40071360403,40071360411,40071360400"
40071360409,"40071360527,40071360404,40071360420,40071360403,40071360202,40071360530"
40071360411,"40071360533,40071360413,40071360527,40071360400,40071360403,40071360407,40071360412"
40071360412,"40071360411,40113570105,40071360413,40071360400"
40071360413,"40071360533,40071360532,40071360419,40071360411,40113570105,40071360535,40071360517,40071360412"
40071360419,"40071360507,40071360413,40071360420,40103520104,40113570303,40071360516,40113570105,40071360517,40071360530"
40071360420,"40071360103,40071360206,40071360101,40071360419,40071360409,40071360202,40103520104"
40071360503,"40071360507,40071360532,40071360527,40071360516,40071360517,40071360530"
40071360507,"40071360503,40071360419,40071360516,40071360530"
40071360516,"40071360507,40071360419,40071360503,40071360517"
40071360517,"40071360503,40071360419,40071360413,40071360516"
40071360527,"40071360533,40071360409,40071360503,40071360534,40071360411,40071360403,40071360530"
40071360530,"40071360507,40071360503,40071360527,40071360419,40071360409"
40071360532,"40071360503,40071360534,40071360413,40071360535"
40071360533,"40071360534,40071360527,40071360413,40071360411,40071360535"
40071360534,"40071360533,40071360532,40071360527,40071360535"
40071360535,"40071360533,40071360534,40071360532,40071360413"
40073370101,"40073370102,40073370103,40073370303,40073370301"
40073370102,"40073370105,40073370106,40073370103,40073370101,40073370305,40073370301,40073370204"
40073370103,"40073370102,40073370105,40017090503,40073370101,40073370306"
40073370105,"40073370102,40017090504,40073370106,40083420101,40073370103"
40073370106,"40073370102,40083420303,40073370105,40083420101,40073370203,40073370204"
40073370201,"40093470015,40093470016,40073370304,40073370203,40073370204,40047240311,40047240310,40011060002,40073370305"
40073370203,"40047240107,40047240311,40073370201,40073370106,40083420301,40073370204"
40073370204,"40073370305,40073370102,40073370201,40073370106,40073370203"
40073370301,"40073370102,40073370304,40073370303,40011060010,40073370101,40073370305"
40073370302,"40017090502,40073370303,40073370306"
40073370303,"40017090408,40073370101,40073370302,40011060016,40017090409,40073370306,40017090502,40011060010,40073370301"
40073370304,"40011060002,40073370201,40011060010,40073370305,40073370301"
40073370305,"40073370102,40073370201,40073370304,40073370301,40073370204"
40073370306,"40073370302,40073370303,40073370103,40017090503"
40075380001,"40075380004,40075380002,40075380005,40149750019,40075380007,40149750009,40075380008"
40075380002,"40075380011,40075380015,40065330020,40075380005,40075380016,40075380008,40075380001"
40075380004,"40075380001,40075380009,40075380005"
40075380005,"40075380004,40075380002,40075380009,40075380001"
40075380006,"40075380010,40149750003,40075380015,40075380016,40149750009,40075380009,40031160035"
40075380007,"40149750009,40075380009,40075380001"
40075380008,"40075380011,40075380002,40149750019,40055280203,40075380001,40009050242"
40075380009,"40075380004,40075380015,40075380005,40075380007,40149750009,40075380006"
40075380010,"40149750003,40015080102,40075380006,40015080715,40031160035"
40075380011,"40075380002,40075380008,40055280202,40065330020"
40075380014,"40065330021,40141710012,40031160041,40075380022,40141710010,40031160035"
40075380015,"40075380016,40075380006,40075380002,40075380009"
40075380016,"40075380002,40075380015,40065330020,40075380006,40075380022,40031160035"
40075380022,"40065330021,40065330020,40075380014,40075380016,40031160035"
40077390001,"40077390003,40077390004,40077390002,40077390010"
40077390002,"40077390003,40077390004,40077390005,40077390001"
40077390003,"40121610044,40121610026,40061310032,40077390002,40077390010,40121610034,40077390005,40077390001"
40077390004,"40077390001,40077390005,40077390007,40077390002,40077390010"
40077390005,"40077390004,40077390003,40121610034,40077390007,40077390006,40077390002"
40077390006,"40121610035,40077390005,40077390007,40121610034,40077390008,40121610020"
40077390007,"40077390004,40077390005,40077390008,40077390006,40077390010"
40077390008,"40077390009,40077390006,40077390007,40121610020,40127640015,40077390010"
40077390009,"40079400302,40079400301,40079400214,40127640015,40127640017,40077390010,40077390012,40077390008"
40077390010,"40077390009,40077390004,40061310032,40077390012,40077390003,40077390011,40077390007,40077390008,40077390001"
40077390011,"40061310009,40079400214,40061310032,40077390010,40077390012,40079400201,40061310007,40079400213"
40077390012,"40077390009,40077390011,40079400214,40077390010"
40079400101,"40079400103,40135680304,40079400112,40135680310,40079400113,40061310031"
40079400102,"40079400104,40079400103,40079400105"
40079400103,"40079400110,40135680310,40079400113,40079400102,40079400101,40079400105,40079400109,40079400104"
40079400104,"40135680103,40079400102,40079400103,40079400105,40135680102"
40079400105,"40079400103,40079400107,40079400106,40079400102,40135680102,40079400109,40079400108,40079400104"
40079400106,"40079400108,40079400107,40079400105"
40079400107,"40079400106,40079400105,40079400109"
40079400108,"40079400106,40079400105"
40079400109,"40079400110,40079400210,40079400103,40079400204,40079400111,40079400105,40079400107"
40079400110,"40079400114,40079400103,40079400111,40079400109,40079400113"
40079400111,"40079400110,40079400114,40079400204,40079400201,40079400203,40079400109,40079400205"
40079400112,"40079400114,40079400101,40061310007,40079400113,40061310031"
40079400113,"40079400110,40079400114,40079400103,40079400101,40079400112"
40079400114,"40061310007,40079400110,40079400201,40079400111,40079400112,40079400113"
40079400201,"40077390011,40079400114,40079400212,40079400111,40061310007,40079400213"
40079400202,"40079400309,40079400215,40079400212,40079400310,40079400211,40079400213"
40079400203,"40079400204,40079400111,40079400205"
40079400204,"40079400203,40079400210,40079400111,40079400109,40079400208"
40079400205,"40079400212,40079400111,40079400203,40079400207,40079400208"
40079400207,"40079400211,40079400208,40079400212,40079400205"
40079400208,"40079400210,40079400204,40079400207,40079400211,40079400205"
40079400210,"40079400211,40079400204,40079400109,40079400208"
40079400211,"40079400202,40079400210,40079400311,40079400208,40079400310,40079400207"
40079400212,"40079400202,40079400201,40079400207,40079400213,40079400205"
40079400213,"40077390011,40079400202,40079400215,40079400201,40079400212,40079400214"
40079400214,"40077390009,40077390012,40077390011,40079400215,40079400302,40079400301,40079400213"
40079400215,"40079400309,40079400202,40079400302,40079400214,40079400305,40079400213"
40079400301,"40077390009,40079400214,40079400302"
40079400302,"40077390009,40079400303,40079400215,40079400301,40079400214,40079400305,40127640017,40079400304"
40079400303,"40079400304,40079400305,40079400302"
40079400304,"40079400303,40089450024,40089450025,40079400302,40127640009,40127640017,40089450027"
40079400305,"40079400309,40079400303,40079400312,40079400215,40079400302,40079400306"
40079400306,"40079400312,40079400305"
40079400309,"40079400202,40079400215,40079400312,40079400310,40079400305"
40079400310,"40079400309,40079400202,40079400312,40079400311,40079400211"
40079400311,"40079400310,40079400312,40079400211"
40079400312,"40079400309,40079400311,40079400310,40079400306,40079400305"
40081410001,"40081410002,40037190410,40081410003,40107540101,40081410021,40081410017"
40081410002,"40081410001,40037190410,40081410004,40081410003,40037190408"
40081410003,"40081410010,40081410001,40081410005,40081410002,40081410004,40081410012,40081410017"
40081410004,"40119600101,40081410005,40119600104,40081410002,40081410003,40037190408"
40081410005,"40081410010,40081410006,40081410003,40119600101,40081410007,40081410004,40119600301"
40081410006,"40081410013,40081410007,40119600301,40081410005"
40081410007,"40081410013,40081410009,40081410010,40081410006,40081410005"
40081410008,"40081410013,40081410009,40109550076,40083420203,40081410020"
40081410009,"40081410015,40081410010,40081410016,40081410011,40081410007,40081410020,40081410008"
40081410010,"40081410009,40081410005,40081410003,40081410011,40081410007,40081410012"
40081410011,"40081410009,40081410010,40081410016,40081410018,40081410012,40081410017"
40081410012,"40081410010,40081410003,40081410017,40081410011"
40081410013,"40081410006,40081410007,40119600301,40081410008,40083420201,40119600405,40083420203"
40081410015,"40081410009,40081410016,40125630031,40109550071,40081410020,40109550070"
40081410016,"40081410015,40081410009,40125630024,40081410011,40081410018,40125630031,40081410019"
40081410017,"40081410001,40081410003,40081410011,40081410018,40081410012,40081410021"
40081410018,"40081410019,40081410016,40081410011,40081410021,40081410017"
40081410019,"40125630024,40081410016,40081410021,40081410018"
40081410020,"40081410015,40081410009,40109550076,40109550071,40081410008"
40081410021,"40125630024,40081410001,40081410019,40081410018,40107540101,40081410022,40081410017"
40081410022,40081410021
40083420101,"40109550034,40073370106,40083420102,40083420103,40109550138,40109550256,40083420303,40073370105"
40083420102,"40083420305,40083420103,40083420101,40083420105,40083420303,40083420306,40083420308,40083420104"
40083420103,"40109550043,40109550034,40083420102,40083420104,40083420101,40109550036,40083420106"
40083420104,"40083420105,40083420103,40083420102,40083420106"
40083420105,"40083420102,40083420308,40083420206,40083420104,40083420205,40083420106"
40083420106,"40083420105,40109550043,40083420206,40109550059,40083420104,40083420103"
40083420201,"40081410013,40083420310,40119600401,40083420309,40083420203,40119600405"
40083420203,"40081410013,40083420201,40081410008,40083420310,40109550076,40083420207,40083420204,40083420205"
40083420204,"40083420307,40083420309,40083420308,40083420305,40083420203,40083420205"
40083420205,"40083420105,40083420207,40083420206,40083420308,40083420203,40083420204"
40083420206,"40083420105,40083420207,40109550059,40083420205,40083420106"
40083420207,"40109550107,40109550064,40109550059,40109550076,40083420206,40083420203,40109550065,40083420205"
40083420301,"40083420304,40083420303,40083420302,40047240106,40073370203"
40083420302,"40083420304,40103520301,40119600401,40047240106,40103520307,40083420301"
40083420303,"40083420304,40083420102,40073370106,40083420305,40083420101,40083420301"
40083420304,"40083420303,40083420302,40119600401,40083420305,40083420301"
40083420305,"40083420304,40119600401,40083420102,40083420307,40083420303,40083420306,40083420309,40083420204"
40083420306,"40083420305,40083420307,40083420102,40083420308"
40083420307,"40083420305,40083420204,40083420306,40083420308"
40083420308,"40083420105,40083420306,40083420307,40083420102,40083420204,40083420205"
40083420309,"40083420310,40119600401,40083420305,40083420204,40083420201"
40083420310,"40083420203,40083420309,40083420201"
40085430101,"40085430312,40085430103,40085430204,40085430310,40085430102"
40085430102,"40085430204,40085430103,40085430205,40085430101"
40085430103,"40085430102,40085430101"
40085430204,"40085430313,40085430101,40085430310,40085430205,40085430102,40085430311"
40085430205,"40085430208,40085430313,40085430206,40085430204,40085430102,40085430207"
40085430206,"40085430205,40085430207"
40085430207,"40085430208,40085430206,40085430205,40067340010"
40085430208,"40019100030,40067340009,40067340010,40085430313,40085430205,40085430207"
40085430310,"40085430312,40085430204,40085430311,40085430101"
40085430311,"40085430312,40019100062,40019100061,40085430313,40085430204,40085430310"
40085430312,"40019100062,40095480105,40085430101,40095480106,40085430310,40085430311"
40085430313,"40085430208,40019100030,40019100061,40019100031,40085430204,40085430205,40085430311"
40087440001,"40087440002,40049250025,40125630042,40123620059"
40087440002,"40087440001,40049250018,40125630042,40087440003,40027140034"
40087440003,"40087440023,40049250021,40027140034,40087440002,40087440004"
40087440004,"40049250006,40087440003,40087440007,40087440024"
40087440005,"40087440010,40049250005,40087440007,40087440019,40051260031,40051260016,40049250002,40087440026,40087440011"
40087440006,"40087440023,40087440010,40087440026,40087440007,40087440008,40087440024,40087440020"
40087440007,"40087440026,40049250005,40087440006,40087440024,40049250006,40087440004,40087440005"
40087440008,"40087440018,40087440010,40087440006,40087440011,40087440019,40087440020,40087440009"
40087440009,"40087440018,40087440013,40087440028,40087440008,40087440020,40087440017"
40087440010,"40087440026,40087440006,40087440008,40087440011,40087440005"
