,GEOID20,NAME,NAME20,CON20D,CON20R,STATEFP20,VAP20,2MOREVAP20,BVAP20,HISP20
4407,42035000050,BEECH CREEK,BEECH CREEK,83.0,287.0,42.0,584.0,23.0,0.0,5.0
4408,42015000200,LEROY,LEROY,64.0,277.0,42.0,486.0,7.0,0.0,2.0
4409,42011000070,BECHTELSVILLE DISTRICT 01,BECHTELSVILLE DISTRICT 01,161.0,272.0,42.0,705.0,15.0,2.0,26.0
4410,4.20E+81,PLUM DISTRICT 08,PLUM DISTRICT 08,227.0,274.0,42.0,674.0,15.0,27.0,7.0
4411,42003001510,CRESCENT WARD 02,CRESCENT WARD 02,222.0,307.0,42.0,822.0,21.0,23.0,33.0
4412,42003004180,MONROEVILLE WARD 06 DISTRICT 02,MONROEVILLE WARD 06 DISTRICT 02,380.0,296.0,42.0,970.0,40.0,99.0,43.0
4413,42017000390,BRISTOL WARD 03 DISTRICT 03,BRISTOL WARD 03 DISTRICT 03,350.0,303.0,42.0,994.0,31.0,70.0,191.0
4414,42017000360,BRISTOL WARD 02 DISTRICT 03,BRISTOL WARD 02 DISTRICT 03,531.0,278.0,42.0,1328.0,27.0,147.0,229.0
4415,42017000930,DOYLESTOWN WARD 03 DISTRICT 01,DOYLESTOWN WARD 03 DISTRICT 01,524.0,252.0,42.0,952.0,29.0,9.0,36.0
4416,42079001235,JENKINS DISTRICT 02,JENKINS DISTRICT 02,266.0,296.0,42.0,635.0,14.0,19.0,36.0
4417,42007001195,MONACA WARD 05,MONACA WARD 05,197.0,318.0,42.0,743.0,31.0,18.0,17.0
4418,42107000060,AUBURN,AUBURN,100.0,274.0,42.0,548.0,13.0,0.0,14.0
4419,42073000035,ELLWOOD CITY WARD 01 DISTRICT 01,ELLWOOD CITY WARD 01 DISTRICT 01,193.0,297.0,42.0,1019.0,77.0,25.0,27.0
4420,42073000940,UNION DISTRICT 02,UNION DISTRICT 02,257.0,342.0,42.0,894.0,46.0,51.0,12.0
4421,42077000440,ALLENTOWN WARD 16 DISTRICT 01,ALLENTOWN WARD 16 DISTRICT 01,587.0,296.0,42.0,1873.0,33.0,156.0,1456.0
4422,42045003200,UPPER DARBY DISTRICT 02 PRECINCT 01,UPPER DARBY DISTRICT 02 PRECINCT 01,798.0,265.0,42.0,1477.0,40.0,552.0,71.0
4423,42069002125,Scranton Ward 21 District 02,Scranton Ward 21 District 02,571.0,313.0,42.0,1328.0,20.0,56.0,220.0
4424,42083000065,BRADFORD WARD 04,BRADFORD WARD 04,182.0,269.0,42.0,776.0,25.0,2.0,17.0
4425,42003000940,CARNEGIE WARD 01 DISTRICT 03,CARNEGIE WARD 01 DISTRICT 03,424.0,284.0,42.0,941.0,28.0,49.0,23.0
4426,42013000330,ALTOONA WARD 12 PRECINCT 02,ALTOONA WARD 12 PRECINCT 02,119.0,272.0,42.0,648.0,17.0,10.0,11.0
4427,42091000890,EAST NORRITON DISTRICT 02 DIVISION 02,EAST NORRITON DISTRICT 02 DIVISION 02,681.0,278.0,42.0,1383.0,32.0,233.0,107.0
4428,42029000650,KENNETT SQUARE DISTRICT SOUTH DIVISION 02,KENNETT SQUARE DISTRICT SOUTH DIVISION 02,773.0,248.0,42.0,1980.0,32.0,65.0,1421.0
4429,42085000465,HERMITAGE DISTRICT SW DIVISION 02,HERMITAGE DISTRICT SW DIVISION 02,299.0,277.0,42.0,892.0,21.0,61.0,29.0
4430,42097000590,SHAMOKIN WARD 01,SHAMOKIN WARD 01,135.0,305.0,42.0,1002.0,29.0,35.0,66.0
4431,42045001390,HAVERFORD WARD 06 PRECINCT 04,HAVERFORD WARD 06 PRECINCT 04,821.0,241.0,42.0,1104.0,21.0,55.0,50.0
4432,42045001140,GLENOLDEN PRECINCT 06,GLENOLDEN PRECINCT 06,343.0,273.0,42.0,970.0,24.0,182.0,62.0
4433,42051000010,BELLE VERNON,BELLE VERNON,177.0,294.0,42.0,842.0,35.0,23.0,27.0
4434,42067000050,GREENWOOD,GREENWOOD,50.0,266.0,42.0,420.0,9.0,1.0,5.0
4435,42031000070,CLARION DISTRICT 01,CLARION DISTRICT 01,268.0,280.0,42.0,812.0,29.0,11.0,22.0
4436,42003001970,EDGEWORTH DISTRICT 02,EDGEWORTH DISTRICT 02,381.0,258.0,42.0,648.0,16.0,4.0,37.0
4437,42003001101,CHESWICK DISTRICT 02,CHESWICK DISTRICT 02,257.0,323.0,42.0,692.0,6.0,0.0,9.0
4438,42003000631,BLAWNOX DISTRICT 01,BLAWNOX DISTRICT 01,454.0,315.0,42.0,1255.0,43.0,58.0,35.0
4439,4200300G670,WHITE OAK DISTRICT 01,WHITE OAK DISTRICT 01,252.0,338.0,42.0,910.0,34.0,37.0,24.0
4440,42003000660,BRACKENRIDGE WARD 02,BRACKENRIDGE WARD 02,264.0,329.0,42.0,1011.0,17.0,42.0,19.0
4441,42013000650,HOLLIDAYSBURG WARD 05,HOLLIDAYSBURG WARD 05,166.0,261.0,42.0,700.0,19.0,2.0,7.0
4442,42079002715,WILKES-BARRE WARD 05,WILKES-BARRE WARD 05,427.0,325.0,42.0,1777.0,31.0,296.0,681.0
4443,42091002160,NORRISTOWN DISTRICT 03 DIVISION 01,NORRISTOWN DISTRICT 03 DIVISION 01,1086.0,281.0,42.0,2547.0,118.0,748.0,969.0
4444,42097000880,WASHINGTON,WASHINGTON,67.0,274.0,42.0,558.0,9.0,1.0,8.0
4445,42045002400,RADNOR WARD 05 PRECINCT 01,RADNOR WARD 05 PRECINCT 01,678.0,231.0,42.0,1265.0,39.0,53.0,110.0
4446,42045001010,EDDYSTONE PRECINCT NORTHERN,EDDYSTONE PRECINCT NORTHERN,330.0,276.0,42.0,947.0,54.0,192.0,89.0
4447,42119000150,LEWISBURG WARD 04,LEWISBURG WARD 04,374.0,276.0,42.0,1021.0,14.0,28.0,41.0
4448,42101002604,PHILADELPHIA WARD 26 PRECINCT 04,PHILADELPHIA WARD 26 PRECINCT 04,144.0,312.0,42.0,639.0,11.0,1.0,23.0
4449,42039000210,MEADVILLE WARD 01 PRECINCT 01,MEADVILLE WARD 01 PRECINCT 01,471.0,279.0,42.0,2185.0,57.0,170.0,91.0
4450,42129001510,MONESSEN WARD 04 PRECINCT 03,MONESSEN WARD 04 PRECINCT 03,336.0,348.0,42.0,955.0,13.0,19.0,10.0
4451,42021001340,PATTON WARD 01,PATTON WARD 01,133.0,298.0,42.0,695.0,18.0,0.0,6.0
4452,42021001720,STONYCREEK DISTRICT 03,STONYCREEK DISTRICT 03,161.0,287.0,42.0,673.0,16.0,35.0,36.0
4453,4200300F480,SOUTH PARK DISTRICT 03,SOUTH PARK DISTRICT 03,257.0,292.0,42.0,703.0,10.0,16.0,17.0
4454,4200300G760,WHITEHALL DISTRICT 03,WHITEHALL DISTRICT 03,276.0,333.0,42.0,767.0,26.0,1.0,5.0
4455,42003002625,HARRISON WARD 01 DISTRICT 03,HARRISON WARD 01 DISTRICT 03,236.0,314.0,42.0,803.0,34.0,15.0,10.0
4456,42003000271,BALDWIN DISTRICT 13,BALDWIN DISTRICT 13,279.0,328.0,42.0,762.0,10.0,7.0,3.0
4457,42091003050,UPPER DUBLIN DISTRICT 01 DIVISION 02,UPPER DUBLIN DISTRICT 01 DIVISION 02,602.0,266.0,42.0,1067.0,22.0,37.0,52.0
4458,42049000790,ERIE WARD 06 DISTRICT 14,ERIE WARD 06 DISTRICT 14,399.0,335.0,42.0,1161.0,44.0,35.0,65.0
4459,42101006635,PHILADELPHIA WARD 66 PRECINCT 35,PHILADELPHIA WARD 66 PRECINCT 35,233.0,297.0,42.0,913.0,14.0,38.0,94.0
4460,42101005717,PHILADELPHIA WARD 57 PRECINCT 17,PHILADELPHIA WARD 57 PRECINCT 17,190.0,299.0,42.0,619.0,6.0,2.0,23.0
4461,42101006626,PHILADELPHIA WARD 66 PRECINCT 26,PHILADELPHIA WARD 66 PRECINCT 26,241.0,313.0,42.0,826.0,21.0,48.0,91.0
4462,42071000155,COLUMBIA WARD 05,COLUMBIA WARD 05,286.0,296.0,42.0,1361.0,42.0,112.0,307.0
4463,42069001230,Olyphant Ward 04 District 01,Olyphant Ward 04 District 01,361.0,337.0,42.0,842.0,26.0,3.0,18.0
4464,42019000590,PARKER,PARKER,56.0,279.0,42.0,481.0,12.0,0.0,7.0
4465,42123000320,WARREN WARD CENTRAL,WARREN WARD CENTRAL,221.0,271.0,42.0,1080.0,42.0,6.0,19.0
4466,42107000085,BLYTHE,BLYTHE,114.0,328.0,42.0,667.0,14.0,0.0,16.0
4467,42107000205,COALDALE PRECINCT EAST,COALDALE PRECINCT EAST,161.0,288.0,42.0,1152.0,40.0,4.0,100.0
4468,42091001938,LOWER PROVIDENCE DISTRICT 03 DISTRICT 01,LOWER PROVIDENCE DISTRICT 03 DISTRICT 01,527.0,271.0,42.0,1747.0,16.0,71.0,77.0
4469,42091003370,UPPER MERION DISTRICT KING DIVISION 02,UPPER MERION DISTRICT KING DIVISION 02,768.0,268.0,42.0,2003.0,67.0,253.0,201.0
4470,42091003650,WEST NORRITON DISTRICT 02 DIVISION 02,WEST NORRITON DISTRICT 02 DIVISION 02,513.0,291.0,42.0,1159.0,33.0,127.0,129.0
4471,42091000790,CONSHOHOCKEN DISTRICT 06,CONSHOHOCKEN DISTRICT 06,448.0,257.0,42.0,956.0,27.0,13.0,52.0
4472,42027000300,HOWARD,HOWARD,133.0,271.0,42.0,532.0,22.0,3.0,6.0
4473,42027000340,MILES DISTRICT EAST,MILES DISTRICT EAST,130.0,291.0,42.0,913.0,8.0,3.0,16.0
4474,42097000780,SUNBURY WARD 05,SUNBURY WARD 05,201.0,274.0,42.0,1006.0,36.0,29.0,145.0
4475,42129002160,NORTH IRWIN,NORTH IRWIN,168.0,287.0,42.0,648.0,15.0,5.0,23.0
4476,42025000040,BEAVER MEADOWS,BEAVER MEADOWS,98.0,307.0,42.0,685.0,5.0,2.0,154.0
4477,42025000110,JIM THORPE DISTRICT 01,JIM THORPE DISTRICT 01,250.0,304.0,42.0,773.0,20.0,3.0,36.0
4478,42021001280,MIDDLE TAYLOR,MIDDLE TAYLOR,132.0,295.0,42.0,550.0,11.0,2.0,7.0
4479,4.20E+42,PLEASANT HILLS DISTRICT 09,PLEASANT HILLS DISTRICT 09,286.0,289.0,42.0,652.0,9.0,20.0,20.0
4480,42013000110,ALTOONA WARD 04 PRECINCT 01,ALTOONA WARD 04 PRECINCT 01,206.0,282.0,42.0,1084.0,57.0,28.0,36.0
4481,42127000080,CLINTON DISTRICT 02,CLINTON DISTRICT 02,166.0,296.0,42.0,635.0,10.0,0.0,31.0
4482,42107000625,MCADOO PRECINCT 01,MCADOO PRECINCT 01,121.0,313.0,42.0,820.0,27.0,12.0,315.0
4483,42125000215,CANONSBURG WARD 03 PRECINCT 01,CANONSBURG WARD 03 PRECINCT 01,249.0,317.0,42.0,977.0,48.0,61.0,35.0
4484,42129001160,LATROBE WARD 06,LATROBE WARD 06,182.0,310.0,42.0,743.0,26.0,10.0,15.0
4485,42101006402,PHILADELPHIA WARD 64 PRECINCT 02,PHILADELPHIA WARD 64 PRECINCT 02,289.0,296.0,42.0,815.0,11.0,66.0,113.0
4486,42071000890,LANCASTER WARD 08 PRECINCT 07,LANCASTER WARD 08 PRECINCT 07,548.0,297.0,42.0,1480.0,41.0,130.0,741.0
4487,42071001250,MANHEIM DISTRICT 11,MANHEIM DISTRICT 11,478.0,268.0,42.0,1043.0,28.0,43.0,234.0
4488,42129000280,DERRY DISTRICT PEANUT,DERRY DISTRICT PEANUT,150.0,318.0,42.0,631.0,5.0,0.0,4.0
4489,42001000020,ARENDTSVILLE,ARENDTSVILLE,175.0,275.0,42.0,634.0,4.0,8.0,175.0
4490,42079000070,AVOCA WARD 03,AVOCA WARD 03,287.0,315.0,42.0,748.0,12.0,6.0,37.0
4491,42011001705,WEST READING DISTRICT 01,WEST READING DISTRICT 01,575.0,290.0,42.0,1818.0,47.0,115.0,652.0
4492,42011000520,KUTZTOWN DISTRICT 02,KUTZTOWN DISTRICT 02,467.0,284.0,42.0,1429.0,29.0,45.0,117.0
4493,42073000325,NEW CASTLE WARD 02 DISTRICT 02,NEW CASTLE WARD 02 DISTRICT 02,291.0,316.0,42.0,1063.0,52.0,104.0,55.0
4494,42029000955,PHOENIXVILLE WARD EAST PRECINCT 02,PHOENIXVILLE WARD EAST PRECINCT 02,539.0,267.0,42.0,1106.0,48.0,37.0,140.0
4495,42029001160,TREDYFFRIN DISTRICT EAST DIVISION 03,TREDYFFRIN DISTRICT EAST DIVISION 03,493.0,215.0,42.0,770.0,17.0,0.0,38.0
4496,42029000630,KENNETT SQUARE DISTRICT NORTH,KENNETT SQUARE DISTRICT NORTH,561.0,240.0,42.0,1383.0,25.0,84.0,749.0
4497,42029001280,TREDYFFRIN DISTRICT WEST DIVISION 04,TREDYFFRIN DISTRICT WEST DIVISION 04,622.0,228.0,42.0,975.0,21.0,31.0,30.0
4498,42077000530,ALLENTOWN WARD 19 DISTRICT 02,ALLENTOWN WARD 19 DISTRICT 02,676.0,307.0,42.0,2249.0,20.0,225.0,2138.0
4499,42051000995,UNIONTOWN WARD 05,UNIONTOWN WARD 05,360.0,295.0,42.0,1111.0,37.0,200.0,47.0
4500,42101005608,PHILADELPHIA WARD 56 PRECINCT 08,PHILADELPHIA WARD 56 PRECINCT 08,337.0,292.0,42.0,1045.0,28.0,135.0,202.0
4501,42101004501,PHILADELPHIA WARD 45 PRECINCT 01,PHILADELPHIA WARD 45 PRECINCT 01,172.0,305.0,42.0,794.0,23.0,3.0,60.0
4502,42129001810,NEW KENSINGTON WARD 04 PRECINCT 03,NEW KENSINGTON WARD 04 PRECINCT 03,259.0,312.0,42.0,974.0,46.0,42.0,22.0
4503,4200300G550,WEST MIFFLIN DISTRICT 18,WEST MIFFLIN DISTRICT 18,334.0,321.0,42.0,930.0,30.0,47.0,20.0
4504,4200300G840,WHITEHALL DISTRICT 11,WHITEHALL DISTRICT 11,246.0,296.0,42.0,562.0,11.0,2.0,2.0
4505,42003002981,INGRAM DISTRICT 03,INGRAM DISTRICT 03,437.0,327.0,42.0,1105.0,41.0,75.0,28.0
4506,42003005310,OAKMONT DISTRICT 01,OAKMONT DISTRICT 01,419.0,301.0,42.0,862.0,21.0,25.0,14.0
4507,42019000390,EAST BUTLER,EAST BUTLER,107.0,286.0,42.0,597.0,14.0,2.0,11.0
4508,42091002050,NARBERTH DISTRICT 02,NARBERTH DISTRICT 02,1374.0,272.0,42.0,1694.0,56.0,52.0,74.0
4509,42133001190,YOE,YOE,159.0,291.0,42.0,788.0,26.0,36.0,85.0
4510,42055000660,WAYNESBORO DISTRICT 02 DIVISION 01,WAYNESBORO DISTRICT 02 DIVISION 01,181.0,278.0,42.0,1003.0,26.0,49.0,40.0
4511,42125001105,MONONGAHELA WARD 01,MONONGAHELA WARD 01,188.0,297.0,42.0,719.0,23.0,17.0,23.0
4512,42075000240,LEBANON WARD 07,LEBANON WARD 07,301.0,298.0,42.0,1567.0,30.0,61.0,1225.0
4513,42013000660,HOLLIDAYSBURG WARD 06,HOLLIDAYSBURG WARD 06,167.0,263.0,42.0,557.0,8.0,0.0,2.0
4514,42125001270,NORTH CHARLEROI DISTRICT 01,NORTH CHARLEROI DISTRICT 01,268.0,303.0,42.0,1044.0,47.0,49.0,39.0
4515,42051000740,POINT MARION,POINT MARION,156.0,306.0,42.0,930.0,49.0,10.0,20.0
4516,42101004523,PHILADELPHIA WARD 45 PRECINCT 23,PHILADELPHIA WARD 45 PRECINCT 23,200.0,320.0,42.0,801.0,17.0,16.0,42.0
4517,42081000670,WATSON,WATSON,90.0,276.0,42.0,442.0,13.0,0.0,3.0
4518,42039000440,STEUBEN,STEUBEN,93.0,290.0,42.0,590.0,22.0,0.0,7.0
4519,42037000440,JACKSON,JACKSON,62.0,298.0,42.0,491.0,9.0,0.0,4.0
4520,42033000520,MORRIS PRECINCT 02,MORRIS PRECINCT 02,117.0,288.0,42.0,628.0,16.0,2.0,5.0
4521,42041000194,EAST PENNSBORO DISTRICT 06,EAST PENNSBORO DISTRICT 06,226.0,291.0,42.0,899.0,29.0,32.0,82.0
4522,42003000881,BRIDGEVILLE DISTRICT 02,BRIDGEVILLE DISTRICT 02,339.0,307.0,42.0,1011.0,34.0,73.0,28.0
4523,42095000920,NORTH CATASAUQUA WARD 01,NORTH CATASAUQUA WARD 01,203.0,298.0,42.0,842.0,18.0,23.0,158.0
4524,42117000090,DEERFIELD,DEERFIELD,55.0,281.0,42.0,464.0,12.0,0.0,12.0
4525,42091000285,ABINGTON WARD 12 DISTRICT 01,ABINGTON WARD 12 DISTRICT 01,598.0,327.0,42.0,1088.0,31.0,51.0,71.0
4526,42085001040,WEST MIDDLESEX,WEST MIDDLESEX,151.0,285.0,42.0,639.0,31.0,3.0,13.0
4527,42077001110,SLATINGTON DISTRICT 02,SLATINGTON DISTRICT 02,172.0,291.0,42.0,745.0,32.0,4.0,112.0
4528,42049000640,ERIE WARD 05 DISTRICT 20,ERIE WARD 05 DISTRICT 20,452.0,295.0,42.0,918.0,14.0,24.0,26.0
4529,42101006646,PHILADELPHIA WARD 66 PRECINCT 46,PHILADELPHIA WARD 66 PRECINCT 46,194.0,279.0,42.0,635.0,14.0,9.0,40.0
4530,42059000470,WAYNESBURG WARD 03,WAYNESBURG WARD 03,125.0,312.0,42.0,701.0,27.0,5.0,14.0
4531,42005000380,KITTANNING WARD 04,KITTANNING WARD 04,85.0,317.0,42.0,672.0,15.0,10.0,15.0
4532,42129002690,SOUTHWEST GREENSBURG DISTRICT 02,SOUTHWEST GREENSBURG DISTRICT 02,251.0,334.0,42.0,628.0,19.0,20.0,18.0
4533,42129002480,SCOTTDALE WARD 03,SCOTTDALE WARD 03,202.0,304.0,42.0,765.0,19.0,9.0,14.0
4534,42129000130,AVONMORE,AVONMORE,183.0,318.0,42.0,750.0,28.0,4.0,3.0
4535,42129000740,HEMPFIELD DISTRICT GRAPEVILLE,HEMPFIELD DISTRICT GRAPEVILLE,156.0,305.0,42.0,734.0,38.0,9.0,13.0
4536,4200300F300,SHALER WARD 07 DISTRICT 02,SHALER WARD 07 DISTRICT 02,338.0,314.0,42.0,865.0,13.0,5.0,1.0
4537,42079003140,WYOMING WARD 01,WYOMING WARD 01,270.0,317.0,42.0,930.0,15.0,19.0,45.0
4538,42121000375,OIL CITY DISTRICT 02,OIL CITY DISTRICT 02,194.0,309.0,42.0,923.0,47.0,25.0,22.0
4539,42089000340,STROUDSBURG WARD 05,STROUDSBURG WARD 05,499.0,296.0,42.0,1153.0,32.0,79.0,213.0
4540,42101005714,PHILADELPHIA WARD 57 PRECINCT 14,PHILADELPHIA WARD 57 PRECINCT 14,197.0,318.0,42.0,739.0,16.0,12.0,63.0
4541,42101005831,PHILADELPHIA WARD 58 PRECINCT 31,PHILADELPHIA WARD 58 PRECINCT 31,339.0,310.0,42.0,1128.0,36.0,120.0,84.0
4542,42101005619,PHILADELPHIA WARD 56 PRECINCT 19,PHILADELPHIA WARD 56 PRECINCT 19,370.0,323.0,42.0,1262.0,42.0,118.0,199.0
4543,42069001675,Scranton Ward 10 District 03,Scranton Ward 10 District 03,521.0,313.0,42.0,1530.0,36.0,64.0,140.0
4544,42129000300,DERRY DISTRICT SCALP LEVEL,DERRY DISTRICT SCALP LEVEL,99.0,308.0,42.0,645.0,6.0,0.0,4.0
4545,42083000090,BRADFORD WARD 06 DISTRICT 01,BRADFORD WARD 06 DISTRICT 01,167.0,274.0,42.0,857.0,32.0,6.0,13.0
4546,42021000010,ADAMS DISTRICT DUNLO,ADAMS DISTRICT DUNLO,124.0,298.0,42.0,704.0,25.0,4.0,17.0
4547,4200300F260,SHALER WARD 06 DISTRICT 02,SHALER WARD 06 DISTRICT 02,280.0,315.0,42.0,753.0,17.0,10.0,20.0
4548,42003000381,BELLEVUE WARD 03 DISTRICT 02,BELLEVUE WARD 03 DISTRICT 02,493.0,282.0,42.0,1134.0,41.0,90.0,46.0
4549,42003000446,BETHEL PARK WARD 01 DISTRICT 02,BETHEL PARK WARD 01 DISTRICT 02,365.0,298.0,42.0,876.0,20.0,53.0,20.0
4550,42017002270,RIEGELSVILLE,RIEGELSVILLE,274.0,276.0,42.0,688.0,13.0,2.0,24.0
4551,42003002491,GREEN TREE DISTRICT 01,GREEN TREE DISTRICT 01,373.0,325.0,42.0,799.0,2.0,5.0,3.0
4552,42095000150,BETHLEHEM WARD 07,BETHLEHEM WARD 07,772.0,306.0,42.0,1689.0,56.0,98.0,555.0
4553,42107000435,GIRARDVILLE,GIRARDVILLE,207.0,329.0,42.0,1030.0,18.0,13.0,44.0
4554,42073000345,NEW CASTLE WARD 02 DISTRICT 04,NEW CASTLE WARD 02 DISTRICT 04,280.0,331.0,42.0,1000.0,30.0,69.0,22.0
4555,42029000080,COATESVILLE WARD 01,COATESVILLE WARD 01,1091.0,275.0,42.0,2844.0,95.0,1042.0,998.0
4556,42091002420,NORTH WALES DISTRICT 03,NORTH WALES DISTRICT 03,498.0,281.0,42.0,970.0,21.0,30.0,50.0
4557,42091000275,ABINGTON WARD 11 DISTRICT 03,ABINGTON WARD 11 DISTRICT 03,746.0,304.0,42.0,1357.0,39.0,244.0,116.0
4558,42085000895,SHARPSVILLE DISTRICT 02,SHARPSVILLE DISTRICT 02,326.0,309.0,42.0,1026.0,34.0,23.0,19.0
4559,42085000765,SHARON DISTRICT 02 DIVISION 03,SHARON DISTRICT 02 DIVISION 03,294.0,280.0,42.0,898.0,24.0,69.0,27.0
4560,42045003058,UPPER CHICHESTER WARD 02 DISTRICT 02,UPPER CHICHESTER WARD 02 DISTRICT 02,531.0,289.0,42.0,1194.0,44.0,387.0,61.0
4561,42049000820,ERIE WARD 06 DISTRICT 17,ERIE WARD 06 DISTRICT 17,526.0,336.0,42.0,1442.0,70.0,108.0,201.0
4562,42069001460,Scranton Ward 04 District 02,Scranton Ward 04 District 02,458.0,369.0,42.0,1463.0,29.0,75.0,322.0
4563,42059000330,MORGAN DISTRICT MATHER,MORGAN DISTRICT MATHER,181.0,337.0,42.0,741.0,8.0,1.0,5.0
4564,42129002040,NORTH HUNTINGDON WARD 05 PRECINCT 01,NORTH HUNTINGDON WARD 05 PRECINCT 01,127.0,307.0,42.0,550.0,10.0,2.0,7.0
4565,42021001350,PATTON WARD 02,PATTON WARD 02,151.0,311.0,42.0,725.0,12.0,0.0,9.0
4566,42003000211,BALDWIN DISTRICT 07,BALDWIN DISTRICT 07,343.0,322.0,42.0,961.0,24.0,8.0,13.0
4567,42003004350,MOUNT LEBANON WARD 01 DISTRICT 01,MOUNT LEBANON WARD 01 DISTRICT 01,443.0,244.0,42.0,734.0,11.0,15.0,40.0
4568,4.20E+296,RESERVE WARD 04,RESERVE WARD 04,359.0,340.0,42.0,944.0,29.0,14.0,4.0
4569,42013000150,ALTOONA WARD 05 PRECINCT 03,ALTOONA WARD 05 PRECINCT 03,154.0,278.0,42.0,244.0,22.0,24.0,11.0
4570,42107000585,MAHANOY CITY WARD 04,MAHANOY CITY WARD 04,183.0,350.0,42.0,1019.0,20.0,17.0,245.0
4571,42125000185,CANONSBURG WARD 02 PRECINCT 01,CANONSBURG WARD 02 PRECINCT 01,288.0,306.0,42.0,934.0,49.0,70.0,50.0
4572,42101002607,PHILADELPHIA WARD 26 PRECINCT 07,PHILADELPHIA WARD 26 PRECINCT 07,184.0,305.0,42.0,716.0,10.0,1.0,34.0
4573,42069000635,Dunmore Ward 02 District 02,Dunmore Ward 02 District 02,508.0,339.0,42.0,1205.0,16.0,13.0,65.0
4574,42037000070,BERWICK WARD 02,BERWICK WARD 02,197.0,309.0,42.0,1128.0,32.0,30.0,100.0
4575,42091002800,SPRINGFIELD DISTRICT 01 DIVISION 01,SPRINGFIELD DISTRICT 01 DIVISION 01,903.0,278.0,42.0,1697.0,43.0,182.0,86.0
4576,42021001920,WEST TAYLOR,WEST TAYLOR,96.0,323.0,42.0,647.0,24.0,7.0,16.0
4577,42031000050,CLARION DISTRICT 01,CLARION DISTRICT 01,153.0,289.0,42.0,1476.0,46.0,119.0,52.0
4578,4200300E625,ROSS WARD 06 DISTRICT 02,ROSS WARD 06 DISTRICT 02,481.0,297.0,42.0,1215.0,25.0,54.0,24.0
4579,4200300G810,WHITEHALL DISTRICT 08,WHITEHALL DISTRICT 08,355.0,336.0,42.0,990.0,25.0,7.0,24.0
4580,4200300F171,SHALER WARD 03 DISTRICT 04,SHALER WARD 03 DISTRICT 04,321.0,310.0,42.0,732.0,8.0,7.0,19.0
4581,42017002580,WARMINSTER DISTRICT 02,WARMINSTER DISTRICT 02,480.0,312.0,42.0,1663.0,87.0,160.0,600.0
4582,42019000470,HARRISVILLE,HARRISVILLE,115.0,308.0,42.0,671.0,23.0,4.0,9.0
4583,42003000291,BALDWIN DISTRICT 15,BALDWIN DISTRICT 15,319.0,343.0,42.0,938.0,7.0,14.0,33.0
4584,42003000411,BEN AVON DISTRICT 02,BEN AVON DISTRICT 02,551.0,268.0,42.0,970.0,24.0,42.0,33.0
4585,42003000871,BRIDGEVILLE DISTRICT 01,BRIDGEVILLE DISTRICT 01,317.0,322.0,42.0,963.0,31.0,25.0,31.0
4586,42007000250,BADEN DISTRICT 01,BADEN DISTRICT 01,313.0,298.0,42.0,959.0,19.0,20.0,13.0
4587,42107001145,POTTSVILLE WARD 06,POTTSVILLE WARD 06,199.0,318.0,42.0,1182.0,24.0,29.0,233.0
4588,42107001625,UPPER MAHANTONGO,UPPER MAHANTONGO,60.0,293.0,42.0,490.0,1.0,0.0,3.0
4589,42027000710,STATE COLLEGE DISTRICT SOUTH DIVISION 01,STATE COLLEGE DISTRICT SOUTH DIVISION 01,1011.0,247.0,42.0,3333.0,92.0,164.0,178.0
4590,42085000415,HERMITAGE DISTRICT SE DIVISION 01,HERMITAGE DISTRICT SE DIVISION 01,238.0,281.0,42.0,653.0,16.0,28.0,11.0
4591,42111000210,GREENVILLE,GREENVILLE,57.0,289.0,42.0,537.0,12.0,0.0,3.0
4592,42035000220,LOCK HAVEN WARD 05,LOCK HAVEN WARD 05,173.0,292.0,42.0,1098.0,27.0,16.0,22.0
4593,42021001405,PORTAGE WARD 03,PORTAGE WARD 03,96.0,303.0,42.0,727.0,16.0,6.0,16.0
4594,42041000460,MECHANICSBURG WARD 04,MECHANICSBURG WARD 04,262.0,290.0,42.0,933.0,38.0,38.0,72.0
4595,42003003095,KENNEDY DISTRICT 02,KENNEDY DISTRICT 02,371.0,345.0,42.0,899.0,15.0,44.0,16.0
4596,42073000090,ELLWOOD CITY WARD 04 PRECINCT 02,ELLWOOD CITY WARD 04 PRECINCT 02,200.0,322.0,42.0,726.0,46.0,5.0,17.0
4597,42091002795,UPPER DUBLIN DISTRICT 02 DIVISION 03,UPPER DUBLIN DISTRICT 02 DIVISION 03,820.0,280.0,42.0,1230.0,28.0,45.0,40.0
4598,42129000250,DERRY DISTRICT LOYALHANNA,DERRY DISTRICT LOYALHANNA,182.0,333.0,42.0,779.0,12.0,3.0,7.0
4599,42045002072,NETHER PROVIDENCE WARD 04 DISTRICT 01,NETHER PROVIDENCE WARD 04 DISTRICT 01,643.0,235.0,42.0,899.0,29.0,21.0,32.0
4600,42071000115,COLUMBIA WARD 01,COLUMBIA WARD 01,328.0,308.0,42.0,1662.0,52.0,147.0,598.0
4601,42083000400,PORT ALLEGANY DISTRICT 02,PORT ALLEGANY DISTRICT 02,105.0,278.0,42.0,629.0,25.0,1.0,5.0
4602,42129001955,NORTH HUNTINGDON WARD 02 PRECINCT 01,NORTH HUNTINGDON WARD 02 PRECINCT 01,167.0,305.0,42.0,627.0,16.0,7.0,10.0
4603,42115000300,MONTROSE WARD 01,MONTROSE WARD 01,198.0,272.0,42.0,631.0,15.0,7.0,17.0
