,GEOID20,NAME,NAME20,CON20D,CON20R,STATEFP20,VAP20,2MOREVAP20,BVAP20,HISP20
0,42003003570,MCKEESPORT WARD 01,MCKEESPORT WARD 01,4.0,0.0,42.0,17.0,0.0,5.0,6.0
1,42045000360,CHESTER WARD 06 PRECINCT 01,CHESTER WARD 06 PRECINCT 01,143.0,4.0,42.0,328.0,14.0,271.0,36.0
2,42101002906,PHILADELPHIA WARD 29 PRECINCT 06,PHILADELPHIA WARD 29 PRECINCT 06,135.0,2.0,42.0,211.0,1.0,183.0,17.0
3,42003005440,PENN HILLS WARD 01 DISTRICT 05,PENN HILLS WARD 01 DISTRICT 05,125.0,2.0,42.0,161.0,7.0,147.0,6.0
4,42003001180,CLAIRTON WARD 02 DISTRICT 01,CLAIRTON WARD 02 DISTRICT 01,66.0,1.0,42.0,95.0,7.0,65.0,1.0
5,42003008490,PITTSBURGH WARD 12 DISTRICT 03,PITTSBURGH WARD 12 DISTRICT 03,86.0,3.0,42.0,127.0,4.0,115.0,3.0
6,4200300A150,PITTSBURGH WARD 15 DISTRICT 17,PITTSBURGH WARD 15 DISTRICT 17,14.0,1.0,42.0,9.0,1.0,4.0,0.0
7,42101001706,PHILADELPHIA WARD 17 PRECINCT 06,PHILADELPHIA WARD 17 PRECINCT 06,341.0,8.0,42.0,561.0,6.0,537.0,16.0
8,42101002904,PHILADELPHIA WARD 29 PRECINCT 04,PHILADELPHIA WARD 29 PRECINCT 04,186.0,3.0,42.0,344.0,16.0,265.0,36.0
9,42101001726,PHILADELPHIA WARD 17 PRECINCT 26,PHILADELPHIA WARD 17 PRECINCT 26,141.0,4.0,42.0,265.0,9.0,250.0,10.0
10,42101004714,PHILADELPHIA WARD 47 PRECINCT 14,PHILADELPHIA WARD 47 PRECINCT 14,131.0,0.0,42.0,255.0,9.0,214.0,24.0
11,42101002414,PHILADELPHIA WARD 24 PRECINCT 14,PHILADELPHIA WARD 24 PRECINCT 14,302.0,4.0,42.0,512.0,10.0,476.0,27.0
12,42037000285,CENTRALIA,CENTRALIA,1.0,1.0,42.0,4.0,0.0,0.0,0.0
13,42003006480,PITTSBURGH WARD 05 DISTRICT 03,PITTSBURGH WARD 05 DISTRICT 03,98.0,1.0,42.0,118.0,0.0,110.0,2.0
14,42003008590,PITTSBURGH WARD 12 DISTRICT 08,PITTSBURGH WARD 12 DISTRICT 08,107.0,4.0,42.0,173.0,2.0,162.0,4.0
15,42003009080,PITTSBURGH WARD 13 DISTRICT 18,PITTSBURGH WARD 13 DISTRICT 18,86.0,8.0,42.0,294.0,12.0,277.0,6.0
16,42003008470,PITTSBURGH WARD 12 DISTRICT 02,PITTSBURGH WARD 12 DISTRICT 02,164.0,4.0,42.0,230.0,17.0,174.0,13.0
17,42003009090,PITTSBURGH WARD 13 DISTRICT 19,PITTSBURGH WARD 13 DISTRICT 19,359.0,7.0,42.0,534.0,25.0,481.0,10.0
18,42101004315,PHILADELPHIA WARD 43 PRECINCT 15,PHILADELPHIA WARD 43 PRECINCT 15,238.0,4.0,42.0,442.0,7.0,356.0,101.0
19,42101004711,PHILADELPHIA WARD 47 PRECINCT 11,PHILADELPHIA WARD 47 PRECINCT 11,179.0,3.0,42.0,302.0,11.0,247.0,31.0
20,42101003801,PHILADELPHIA WARD 38 PRECINCT 01,PHILADELPHIA WARD 38 PRECINCT 01,274.0,4.0,42.0,341.0,6.0,322.0,19.0
21,42101001015,PHILADELPHIA WARD 10 PRECINCT 15,PHILADELPHIA WARD 10 PRECINCT 15,407.0,2.0,42.0,527.0,7.0,500.0,20.0
22,42101001018,PHILADELPHIA WARD 10 PRECINCT 18,PHILADELPHIA WARD 10 PRECINCT 18,422.0,6.0,42.0,579.0,15.0,552.0,7.0
23,42101003220,PHILADELPHIA WARD 32 PRECINCT 20,PHILADELPHIA WARD 32 PRECINCT 20,242.0,7.0,42.0,432.0,7.0,386.0,27.0
24,42101003226,PHILADELPHIA WARD 32 PRECINCT 26,PHILADELPHIA WARD 32 PRECINCT 26,234.0,2.0,42.0,424.0,9.0,379.0,28.0
25,42101002902,PHILADELPHIA WARD 29 PRECINCT 02,PHILADELPHIA WARD 29 PRECINCT 02,163.0,2.0,42.0,276.0,8.0,193.0,23.0
26,42101001406,PHILADELPHIA WARD 14 PRECINCT 06,PHILADELPHIA WARD 14 PRECINCT 06,283.0,6.0,42.0,342.0,12.0,304.0,40.0
27,42101001110,PHILADELPHIA WARD 11 PRECINCT 10,PHILADELPHIA WARD 11 PRECINCT 10,214.0,3.0,42.0,383.0,6.0,347.0,34.0
28,4200300A350,PITTSBURGH WARD 16 DISTRICT 08,PITTSBURGH WARD 16 DISTRICT 08,53.0,2.0,42.0,223.0,8.0,151.0,11.0
29,42003006740,PITTSBURGH WARD 05 DISTRICT 16,PITTSBURGH WARD 05 DISTRICT 16,91.0,4.0,42.0,188.0,4.0,157.0,12.0
30,42003008990,PITTSBURGH WARD 13 DISTRICT 13,PITTSBURGH WARD 13 DISTRICT 13,127.0,2.0,42.0,241.0,17.0,206.0,4.0
31,42003006700,PITTSBURGH WARD 05 DISTRICT 14,PITTSBURGH WARD 05 DISTRICT 14,162.0,4.0,42.0,297.0,4.0,273.0,5.0
32,42003003600,MCKEESPORT WARD 03 DISTRICT 02,MCKEESPORT WARD 03 DISTRICT 02,65.0,5.0,42.0,127.0,14.0,96.0,7.0
33,42003006500,PITTSBURGH WARD 05 DISTRICT 04,PITTSBURGH WARD 05 DISTRICT 04,148.0,4.0,42.0,264.0,14.0,232.0,9.0
34,4200300C640,PITTSBURGH WARD 26 DISTRICT 06,PITTSBURGH WARD 26 DISTRICT 06,162.0,8.0,42.0,439.0,9.0,401.0,10.0
35,42003006720,PITTSBURGH WARD 05 DISTRICT 15,PITTSBURGH WARD 05 DISTRICT 15,141.0,3.0,42.0,157.0,8.0,126.0,6.0
36,42073000900,S.N.P.J.,S.N.P.J.,5.0,3.0,42.0,15.0,0.0,0.0,2.0
37,42101005025,PHILADELPHIA WARD 50 PRECINCT 25,PHILADELPHIA WARD 50 PRECINCT 25,422.0,4.0,42.0,542.0,15.0,503.0,9.0
38,42101001101,PHILADELPHIA WARD 11 PRECINCT 01,PHILADELPHIA WARD 11 PRECINCT 01,173.0,5.0,42.0,332.0,5.0,312.0,8.0
39,42101001605,PHILADELPHIA WARD 16 PRECINCT 05,PHILADELPHIA WARD 16 PRECINCT 05,224.0,6.0,42.0,400.0,24.0,344.0,28.0
40,42101002816,PHILADELPHIA WARD 28 PRECINCT 16,PHILADELPHIA WARD 28 PRECINCT 16,226.0,4.0,42.0,347.0,5.0,317.0,30.0
41,42101003804,PHILADELPHIA WARD 38 PRECINCT 04,PHILADELPHIA WARD 38 PRECINCT 04,332.0,2.0,42.0,597.0,18.0,549.0,28.0
42,42101001315,PHILADELPHIA WARD 13 PRECINCT 15,PHILADELPHIA WARD 13 PRECINCT 15,306.0,5.0,42.0,489.0,18.0,436.0,32.0
43,42101001728,PHILADELPHIA WARD 17 PRECINCT 28,PHILADELPHIA WARD 17 PRECINCT 28,308.0,6.0,42.0,481.0,22.0,433.0,20.0
44,42101003213,PHILADELPHIA WARD 32 PRECINCT 13,PHILADELPHIA WARD 32 PRECINCT 13,191.0,6.0,42.0,285.0,8.0,236.0,20.0
45,42101003438,PHILADELPHIA WARD 34 PRECINCT 38,PHILADELPHIA WARD 34 PRECINCT 38,325.0,4.0,42.0,587.0,17.0,523.0,16.0
46,42101001009,PHILADELPHIA WARD 10 PRECINCT 09,PHILADELPHIA WARD 10 PRECINCT 09,414.0,5.0,42.0,617.0,18.0,550.0,34.0
47,42101001702,PHILADELPHIA WARD 17 PRECINCT 02,PHILADELPHIA WARD 17 PRECINCT 02,374.0,4.0,42.0,485.0,3.0,459.0,17.0
48,42101003701,PHILADELPHIA WARD 37 PRECINCT 01,PHILADELPHIA WARD 37 PRECINCT 01,126.0,9.0,42.0,245.0,15.0,171.0,57.0
49,42101002415,PHILADELPHIA WARD 24 PRECINCT 15,PHILADELPHIA WARD 24 PRECINCT 15,173.0,5.0,42.0,293.0,8.0,255.0,13.0
50,42101004413,PHILADELPHIA WARD 44 PRECINCT 13,PHILADELPHIA WARD 44 PRECINCT 13,291.0,9.0,42.0,492.0,12.0,420.0,40.0
51,42101005121,PHILADELPHIA WARD 51 PRECINCT 21,PHILADELPHIA WARD 51 PRECINCT 21,277.0,2.0,42.0,483.0,6.0,436.0,14.0
52,42101001324,PHILADELPHIA WARD 13 PRECINCT 24,PHILADELPHIA WARD 13 PRECINCT 24,236.0,9.0,42.0,393.0,9.0,346.0,51.0
53,42101001716,PHILADELPHIA WARD 17 PRECINCT 16,PHILADELPHIA WARD 17 PRECINCT 16,237.0,6.0,42.0,651.0,20.0,335.0,85.0
54,42101001719,PHILADELPHIA WARD 17 PRECINCT 19,PHILADELPHIA WARD 17 PRECINCT 19,294.0,4.0,42.0,410.0,8.0,385.0,12.0
55,42101002807,PHILADELPHIA WARD 28 PRECINCT 07,PHILADELPHIA WARD 28 PRECINCT 07,194.0,6.0,42.0,304.0,19.0,262.0,23.0
56,42101003219,PHILADELPHIA WARD 32 PRECINCT 19,PHILADELPHIA WARD 32 PRECINCT 19,264.0,5.0,42.0,404.0,15.0,358.0,21.0
57,42101003203,PHILADELPHIA WARD 32 PRECINCT 03,PHILADELPHIA WARD 32 PRECINCT 03,250.0,5.0,42.0,335.0,7.0,292.0,27.0
58,42101003227,PHILADELPHIA WARD 32 PRECINCT 27,PHILADELPHIA WARD 32 PRECINCT 27,243.0,7.0,42.0,399.0,15.0,353.0,21.0
59,42101001006,PHILADELPHIA WARD 10 PRECINCT 06,PHILADELPHIA WARD 10 PRECINCT 06,432.0,4.0,42.0,560.0,10.0,537.0,19.0
60,42101001325,PHILADELPHIA WARD 13 PRECINCT 25,PHILADELPHIA WARD 13 PRECINCT 25,286.0,4.0,42.0,497.0,6.0,453.0,44.0
61,42101001115,PHILADELPHIA WARD 11 PRECINCT 15,PHILADELPHIA WARD 11 PRECINCT 15,174.0,5.0,42.0,346.0,16.0,291.0,31.0
62,42101001614,PHILADELPHIA WARD 16 PRECINCT 14,PHILADELPHIA WARD 16 PRECINCT 14,151.0,5.0,42.0,295.0,15.0,257.0,27.0
63,42035000110,EAST KEATING,EAST KEATING,1.0,5.0,42.0,7.0,0.0,0.0,1.0
64,42003008730,PITTSBURGH WARD 12 DISTRICT 16,PITTSBURGH WARD 12 DISTRICT 16,224.0,8.0,42.0,244.0,11.0,220.0,8.0
65,42003006090,PITTSBURGH WARD 04 DISTRICT 01,PITTSBURGH WARD 04 DISTRICT 01,82.0,4.0,42.0,492.0,13.0,104.0,30.0
66,42003008450,PITTSBURGH WARD 12 DISTRICT 01,PITTSBURGH WARD 12 DISTRICT 01,112.0,5.0,42.0,354.0,8.0,194.0,9.0
67,42003008790,PITTSBURGH WARD 13 DISTRICT 03,PITTSBURGH WARD 13 DISTRICT 03,185.0,4.0,42.0,245.0,2.0,233.0,7.0
68,42003008750,PITTSBURGH WARD 13 DISTRICT 01,PITTSBURGH WARD 13 DISTRICT 01,198.0,4.0,42.0,280.0,10.0,248.0,5.0
69,42003006680,PITTSBURGH WARD 05 DISTRICT 13,PITTSBURGH WARD 05 DISTRICT 13,149.0,3.0,42.0,221.0,6.0,202.0,2.0
70,42003006780,PITTSBURGH WARD 05 DISTRICT 18,PITTSBURGH WARD 05 DISTRICT 18,39.0,4.0,42.0,71.0,2.0,47.0,1.0
71,42003008850,PITTSBURGH WARD 13 DISTRICT 06,PITTSBURGH WARD 13 DISTRICT 06,200.0,3.0,42.0,301.0,22.0,260.0,5.0
72,42057000120,VALLEY-HI,VALLEY-HI,5.0,4.0,42.0,5.0,0.0,0.0,0.0
73,42101005112,PHILADELPHIA WARD 51 PRECINCT 12,PHILADELPHIA WARD 51 PRECINCT 12,291.0,7.0,42.0,538.0,13.0,469.0,16.0
74,42101002905,PHILADELPHIA WARD 29 PRECINCT 05,PHILADELPHIA WARD 29 PRECINCT 05,133.0,4.0,42.0,253.0,8.0,199.0,36.0
75,42101002907,PHILADELPHIA WARD 29 PRECINCT 07,PHILADELPHIA WARD 29 PRECINCT 07,62.0,2.0,42.0,161.0,1.0,146.0,11.0
76,42101003222,PHILADELPHIA WARD 32 PRECINCT 22,PHILADELPHIA WARD 32 PRECINCT 22,244.0,6.0,42.0,364.0,15.0,331.0,12.0
77,42101003802,PHILADELPHIA WARD 38 PRECINCT 02,PHILADELPHIA WARD 38 PRECINCT 02,347.0,3.0,42.0,633.0,21.0,573.0,37.0
78,42101001612,PHILADELPHIA WARD 16 PRECINCT 12,PHILADELPHIA WARD 16 PRECINCT 12,259.0,2.0,42.0,439.0,14.0,374.0,40.0
79,42101001709,PHILADELPHIA WARD 17 PRECINCT 09,PHILADELPHIA WARD 17 PRECINCT 09,335.0,6.0,42.0,507.0,20.0,441.0,34.0
80,42101003703,PHILADELPHIA WARD 37 PRECINCT 03,PHILADELPHIA WARD 37 PRECINCT 03,168.0,7.0,42.0,353.0,12.0,263.0,61.0
81,42101001408,PHILADELPHIA WARD 14 PRECINCT 08,PHILADELPHIA WARD 14 PRECINCT 08,95.0,5.0,42.0,184.0,2.0,157.0,30.0
82,42101003214,PHILADELPHIA WARD 32 PRECINCT 14,PHILADELPHIA WARD 32 PRECINCT 14,130.0,11.0,42.0,236.0,7.0,210.0,16.0
83,42101001604,PHILADELPHIA WARD 16 PRECINCT 04,PHILADELPHIA WARD 16 PRECINCT 04,220.0,5.0,42.0,440.0,9.0,388.0,16.0
84,42101001727,PHILADELPHIA WARD 17 PRECINCT 27,PHILADELPHIA WARD 17 PRECINCT 27,301.0,11.0,42.0,482.0,9.0,435.0,21.0
85,42101006008,PHILADELPHIA WARD 60 PRECINCT 08,PHILADELPHIA WARD 60 PRECINCT 08,340.0,7.0,42.0,574.0,23.0,347.0,37.0
86,42101000321,PHILADELPHIA WARD 03 PRECINCT 21,PHILADELPHIA WARD 03 PRECINCT 21,258.0,8.0,42.0,473.0,9.0,448.0,8.0
87,42101003218,PHILADELPHIA WARD 32 PRECINCT 18,PHILADELPHIA WARD 32 PRECINCT 18,272.0,8.0,42.0,509.0,15.0,459.0,29.0
88,42101005107,PHILADELPHIA WARD 51 PRECINCT 07,PHILADELPHIA WARD 51 PRECINCT 07,335.0,5.0,42.0,519.0,17.0,400.0,41.0
89,42101001010,PHILADELPHIA WARD 10 PRECINCT 10,PHILADELPHIA WARD 10 PRECINCT 10,366.0,8.0,42.0,556.0,19.0,492.0,38.0
90,42101002803,PHILADELPHIA WARD 28 PRECINCT 03,PHILADELPHIA WARD 28 PRECINCT 03,321.0,5.0,42.0,443.0,3.0,407.0,22.0
91,42101003402,PHILADELPHIA WARD 34 PRECINCT 02,PHILADELPHIA WARD 34 PRECINCT 02,387.0,9.0,42.0,612.0,32.0,554.0,10.0
92,42101003404,PHILADELPHIA WARD 34 PRECINCT 04,PHILADELPHIA WARD 34 PRECINCT 04,256.0,3.0,42.0,434.0,12.0,387.0,34.0
93,42101000404,PHILADELPHIA WARD 04 PRECINCT 04,PHILADELPHIA WARD 04 PRECINCT 04,322.0,5.0,42.0,558.0,10.0,521.0,37.0
94,42101000314,PHILADELPHIA WARD 03 PRECINCT 14,PHILADELPHIA WARD 03 PRECINCT 14,425.0,9.0,42.0,652.0,7.0,607.0,11.0
95,42101000317,PHILADELPHIA WARD 03 PRECINCT 17,PHILADELPHIA WARD 03 PRECINCT 17,464.0,8.0,42.0,610.0,17.0,568.0,13.0
96,42101002801,PHILADELPHIA WARD 28 PRECINCT 01,PHILADELPHIA WARD 28 PRECINCT 01,226.0,4.0,42.0,420.0,7.0,375.0,22.0
97,42101002409,PHILADELPHIA WARD 24 PRECINCT 09,PHILADELPHIA WARD 24 PRECINCT 09,270.0,3.0,42.0,461.0,18.0,385.0,38.0
98,42101000315,PHILADELPHIA WARD 03 PRECINCT 15,PHILADELPHIA WARD 03 PRECINCT 15,444.0,2.0,42.0,664.0,19.0,598.0,25.0
99,42101001103,PHILADELPHIA WARD 11 PRECINCT 03,PHILADELPHIA WARD 11 PRECINCT 03,274.0,5.0,42.0,442.0,9.0,354.0,48.0
100,42101001012,PHILADELPHIA WARD 10 PRECINCT 12,PHILADELPHIA WARD 10 PRECINCT 12,483.0,6.0,42.0,632.0,19.0,604.0,9.0
101,42101001021,PHILADELPHIA WARD 10 PRECINCT 21,PHILADELPHIA WARD 10 PRECINCT 21,568.0,3.0,42.0,802.0,10.0,730.0,63.0
102,42101004412,PHILADELPHIA WARD 44 PRECINCT 12,PHILADELPHIA WARD 44 PRECINCT 12,205.0,8.0,42.0,320.0,3.0,302.0,17.0
103,42101003411,PHILADELPHIA WARD 34 PRECINCT 11,PHILADELPHIA WARD 34 PRECINCT 11,473.0,7.0,42.0,663.0,24.0,610.0,14.0
104,42101003619,PHILADELPHIA WARD 36 PRECINCT 19,PHILADELPHIA WARD 36 PRECINCT 19,313.0,9.0,42.0,408.0,11.0,311.0,29.0
105,42101001617,PHILADELPHIA WARD 16 PRECINCT 17,PHILADELPHIA WARD 16 PRECINCT 17,355.0,10.0,42.0,543.0,15.0,513.0,11.0
106,42003005960,PITTSBURGH WARD 03 DISTRICT 01,PITTSBURGH WARD 03 DISTRICT 01,158.0,2.0,42.0,276.0,12.0,215.0,9.0
107,42003009010,PITTSBURGH WARD 13 DISTRICT 14,PITTSBURGH WARD 13 DISTRICT 14,129.0,6.0,42.0,197.0,9.0,173.0,11.0
108,42003008970,PITTSBURGH WARD 13 DISTRICT 12,PITTSBURGH WARD 13 DISTRICT 12,234.0,5.0,42.0,321.0,8.0,295.0,4.0
109,42003008610,PITTSBURGH WARD 12 DISTRICT 09,PITTSBURGH WARD 12 DISTRICT 09,149.0,4.0,42.0,238.0,4.0,221.0,1.0
110,42003006660,PITTSBURGH WARD 05 DISTRICT 12,PITTSBURGH WARD 05 DISTRICT 12,236.0,7.0,42.0,338.0,11.0,297.0,7.0
111,4200300D320,PITTSBURGH WARD 28 DISTRICT 11,PITTSBURGH WARD 28 DISTRICT 11,73.0,11.0,42.0,161.0,5.0,65.0,10.0
112,42003008140,PITTSBURGH WARD 11 DISTRICT 03,PITTSBURGH WARD 11 DISTRICT 03,273.0,10.0,42.0,391.0,14.0,314.0,17.0
113,42003008510,PITTSBURGH WARD 12 DISTRICT 04,PITTSBURGH WARD 12 DISTRICT 04,190.0,9.0,42.0,306.0,16.0,264.0,3.0
114,42003008690,PITTSBURGH WARD 12 DISTRICT 13,PITTSBURGH WARD 12 DISTRICT 13,250.0,8.0,42.0,352.0,5.0,320.0,2.0
115,42003009050,PITTSBURGH WARD 13 DISTRICT 16,PITTSBURGH WARD 13 DISTRICT 16,163.0,8.0,42.0,220.0,9.0,200.0,6.0
116,4200300A700,PITTSBURGH WARD 18 DISTRICT 03,PITTSBURGH WARD 18 DISTRICT 03,233.0,1.0,42.0,336.0,29.0,243.0,27.0
117,42003008550,PITTSBURGH WARD 12 DISTRICT 06,PITTSBURGH WARD 12 DISTRICT 06,114.0,7.0,42.0,169.0,7.0,145.0,4.0
118,42003006520,PITTSBURGH WARD 05 DISTRICT 05,PITTSBURGH WARD 05 DISTRICT 05,130.0,6.0,42.0,189.0,3.0,169.0,5.0
119,42003009030,PITTSBURGH WARD 13 DISTRICT 15,PITTSBURGH WARD 13 DISTRICT 15,158.0,8.0,42.0,259.0,9.0,224.0,16.0
120,42003008810,PITTSBURGH WARD 13 DISTRICT 04,PITTSBURGH WARD 13 DISTRICT 04,167.0,4.0,42.0,275.0,6.0,263.0,7.0
121,42007000026,ALIQUIPPA DISTRICT 03,ALIQUIPPA DISTRICT 03,258.0,6.0,42.0,313.0,23.0,273.0,13.0
122,42101001729,PHILADELPHIA WARD 17 PRECINCT 29,PHILADELPHIA WARD 17 PRECINCT 29,364.0,5.0,42.0,555.0,19.0,496.0,61.0
123,42101001314,PHILADELPHIA WARD 13 PRECINCT 14,PHILADELPHIA WARD 13 PRECINCT 14,378.0,9.0,42.0,631.0,12.0,567.0,42.0
124,42101001317,PHILADELPHIA WARD 13 PRECINCT 17,PHILADELPHIA WARD 13 PRECINCT 17,390.0,8.0,42.0,617.0,21.0,553.0,58.0
125,42101001403,PHILADELPHIA WARD 14 PRECINCT 03,PHILADELPHIA WARD 14 PRECINCT 03,362.0,4.0,42.0,565.0,16.0,422.0,50.0
126,42101001725,PHILADELPHIA WARD 17 PRECINCT 25,PHILADELPHIA WARD 17 PRECINCT 25,311.0,4.0,42.0,520.0,3.0,474.0,33.0
127,42101001016,PHILADELPHIA WARD 10 PRECINCT 16,PHILADELPHIA WARD 10 PRECINCT 16,414.0,4.0,42.0,630.0,22.0,576.0,27.0
128,42101001005,PHILADELPHIA WARD 10 PRECINCT 05,PHILADELPHIA WARD 10 PRECINCT 05,445.0,11.0,42.0,644.0,17.0,611.0,7.0
129,42101004310,PHILADELPHIA WARD 43 PRECINCT 10,PHILADELPHIA WARD 43 PRECINCT 10,223.0,3.0,42.0,397.0,23.0,330.0,40.0
130,42101005911,PHILADELPHIA WARD 59 PRECINCT 11,PHILADELPHIA WARD 59 PRECINCT 11,383.0,5.0,42.0,588.0,28.0,513.0,32.0
131,42101003622,PHILADELPHIA WARD 36 PRECINCT 22,PHILADELPHIA WARD 36 PRECINCT 22,315.0,7.0,42.0,382.0,9.0,290.0,30.0
132,42101001307,PHILADELPHIA WARD 13 PRECINCT 07,PHILADELPHIA WARD 13 PRECINCT 07,199.0,4.0,42.0,436.0,8.0,407.0,15.0
133,42101005125,PHILADELPHIA WARD 51 PRECINCT 25,PHILADELPHIA WARD 51 PRECINCT 25,283.0,7.0,42.0,640.0,9.0,596.0,29.0
134,42101003410,PHILADELPHIA WARD 34 PRECINCT 10,PHILADELPHIA WARD 34 PRECINCT 10,427.0,7.0,42.0,666.0,14.0,605.0,34.0
135,42101002811,PHILADELPHIA WARD 28 PRECINCT 11,PHILADELPHIA WARD 28 PRECINCT 11,206.0,7.0,42.0,282.0,9.0,253.0,25.0
136,42101001308,PHILADELPHIA WARD 13 PRECINCT 08,PHILADELPHIA WARD 13 PRECINCT 08,294.0,6.0,42.0,459.0,5.0,428.0,30.0
137,42101005201,PHILADELPHIA WARD 52 PRECINCT 01,PHILADELPHIA WARD 52 PRECINCT 01,301.0,5.0,42.0,495.0,10.0,464.0,22.0
138,42101000306,PHILADELPHIA WARD 03 PRECINCT 06,PHILADELPHIA WARD 03 PRECINCT 06,408.0,6.0,42.0,571.0,26.0,501.0,19.0
139,42101004323,PHILADELPHIA WARD 43 PRECINCT 23,PHILADELPHIA WARD 43 PRECINCT 23,207.0,6.0,42.0,356.0,6.0,282.0,61.0
140,42101004411,PHILADELPHIA WARD 44 PRECINCT 11,PHILADELPHIA WARD 44 PRECINCT 11,391.0,5.0,42.0,641.0,19.0,581.0,31.0
141,42101001025,PHILADELPHIA WARD 10 PRECINCT 25,PHILADELPHIA WARD 10 PRECINCT 25,439.0,5.0,42.0,580.0,15.0,536.0,20.0
142,42101003709,PHILADELPHIA WARD 37 PRECINCT 09,PHILADELPHIA WARD 37 PRECINCT 09,234.0,9.0,42.0,428.0,14.0,331.0,91.0
143,42101005113,PHILADELPHIA WARD 51 PRECINCT 13,PHILADELPHIA WARD 51 PRECINCT 13,410.0,6.0,42.0,605.0,19.0,544.0,27.0
144,42101004007,PHILADELPHIA WARD 40 PRECINCT 07,PHILADELPHIA WARD 40 PRECINCT 07,410.0,10.0,42.0,690.0,22.0,632.0,29.0
145,42101005110,PHILADELPHIA WARD 51 PRECINCT 10,PHILADELPHIA WARD 51 PRECINCT 10,311.0,6.0,42.0,430.0,20.0,340.0,13.0
146,42101005223,PHILADELPHIA WARD 52 PRECINCT 23,PHILADELPHIA WARD 52 PRECINCT 23,439.0,12.0,42.0,675.0,25.0,616.0,22.0
147,42101001028,PHILADELPHIA WARD 10 PRECINCT 28,PHILADELPHIA WARD 10 PRECINCT 28,386.0,4.0,42.0,551.0,15.0,517.0,15.0
148,42101002712,PHILADELPHIA WARD 27 PRECINCT 12,PHILADELPHIA WARD 27 PRECINCT 12,288.0,5.0,42.0,392.0,10.0,311.0,14.0
149,42101003204,PHILADELPHIA WARD 32 PRECINCT 04,PHILADELPHIA WARD 32 PRECINCT 04,252.0,11.0,42.0,396.0,12.0,309.0,26.0
150,42101000410,PHILADELPHIA WARD 04 PRECINCT 10,PHILADELPHIA WARD 04 PRECINCT 10,407.0,10.0,42.0,618.0,16.0,583.0,21.0
151,42101004621,PHILADELPHIA WARD 46 PRECINCT 21,PHILADELPHIA WARD 46 PRECINCT 21,285.0,8.0,42.0,455.0,7.0,407.0,23.0
152,42101000414,PHILADELPHIA WARD 04 PRECINCT 14,PHILADELPHIA WARD 04 PRECINCT 14,387.0,11.0,42.0,688.0,19.0,643.0,14.0
153,42101003202,PHILADELPHIA WARD 32 PRECINCT 02,PHILADELPHIA WARD 32 PRECINCT 02,253.0,3.0,42.0,410.0,15.0,358.0,20.0
154,42101000606,PHILADELPHIA WARD 06 PRECINCT 06,PHILADELPHIA WARD 06 PRECINCT 06,291.0,6.0,42.0,405.0,9.0,369.0,10.0
155,42101001607,PHILADELPHIA WARD 16 PRECINCT 07,PHILADELPHIA WARD 16 PRECINCT 07,260.0,7.0,42.0,435.0,18.0,398.0,6.0
156,42101000609,PHILADELPHIA WARD 06 PRECINCT 09,PHILADELPHIA WARD 06 PRECINCT 09,269.0,9.0,42.0,384.0,13.0,309.0,19.0
157,42101002813,PHILADELPHIA WARD 28 PRECINCT 13,PHILADELPHIA WARD 28 PRECINCT 13,282.0,10.0,42.0,412.0,7.0,394.0,21.0
158,42101001106,PHILADELPHIA WARD 11 PRECINCT 06,PHILADELPHIA WARD 11 PRECINCT 06,215.0,5.0,42.0,363.0,4.0,332.0,11.0
159,42101001608,PHILADELPHIA WARD 16 PRECINCT 08,PHILADELPHIA WARD 16 PRECINCT 08,216.0,6.0,42.0,346.0,5.0,326.0,30.0
160,42101001705,PHILADELPHIA WARD 17 PRECINCT 05,PHILADELPHIA WARD 17 PRECINCT 05,284.0,8.0,42.0,589.0,4.0,545.0,23.0
161,42101000312,PHILADELPHIA WARD 03 PRECINCT 12,PHILADELPHIA WARD 03 PRECINCT 12,430.0,5.0,42.0,631.0,10.0,566.0,47.0
162,42101001116,PHILADELPHIA WARD 11 PRECINCT 16,PHILADELPHIA WARD 11 PRECINCT 16,328.0,5.0,42.0,539.0,13.0,474.0,35.0
163,42101002208,PHILADELPHIA WARD 22 PRECINCT 08,PHILADELPHIA WARD 22 PRECINCT 08,416.0,6.0,42.0,580.0,21.0,351.0,32.0
164,42003006460,PITTSBURGH WARD 05 DISTRICT 02,PITTSBURGH WARD 05 DISTRICT 02,239.0,4.0,42.0,367.0,5.0,338.0,2.0
165,42003008630,PITTSBURGH WARD 12 DISTRICT 10,PITTSBURGH WARD 12 DISTRICT 10,261.0,11.0,42.0,362.0,13.0,330.0,12.0
166,42003008570,PITTSBURGH WARD 12 DISTRICT 07,PITTSBURGH WARD 12 DISTRICT 07,173.0,8.0,42.0,253.0,9.0,216.0,16.0
167,42003008870,PITTSBURGH WARD 13 DISTRICT 07,PITTSBURGH WARD 13 DISTRICT 07,177.0,7.0,42.0,252.0,8.0,231.0,6.0
168,42003008720,PITTSBURGH WARD 12 DISTRICT 15,PITTSBURGH WARD 12 DISTRICT 15,364.0,8.0,42.0,488.0,12.0,462.0,12.0
169,42003006760,PITTSBURGH WARD 05 DISTRICT 17,PITTSBURGH WARD 05 DISTRICT 17,149.0,6.0,42.0,388.0,18.0,235.0,6.0
170,42003008890,PITTSBURGH WARD 13 DISTRICT 08,PITTSBURGH WARD 13 DISTRICT 08,168.0,4.0,42.0,277.0,8.0,256.0,5.0
